vote,user,user_url,star,level,release_time,content
0,杨卫东,https://www.douban.com/people/64673199/,40,推荐,2018-06-18,因为要拍剧，所以看了看，其实真还不错
0,idjdhixjsja,https://www.douban.com/people/151308562/,30,还行,2018-06-12,我真的看不下去了…
7,1,https://www.douban.com/people/153418154/,20,较差,2018-06-12,"庆余年——听着名字还是不错的，只是意淫的本质还是那样，书中那套奇怪的逻辑不堪忍受（感觉跟孑与的很像）。
只是作品的构架还是挺有意思的，文笔在网络小说中也不算差，所以会很想多读一点，看看后面会怎么样——但是因为以上的原因，而且变本加厉，越读越恶寒；所以可能很快就要读不下去了吧"
0,嘉乐君子,https://www.douban.com/people/146018367/,30,还行,2018-06-17,看开头后就不想继续读下去
0,背刀河马,https://www.douban.com/people/sanshan4/,50,力荐,2018-06-06,波澜壮阔，非常精彩
0,莫叹白发生,https://www.douban.com/people/55774879/,40,推荐,2018-06-05,从几大宗师巅峰之战后就不大好，结尾只有世界观设定的揭晓很有新意，故事还是前半部精彩
0,里路,https://www.douban.com/people/153898741/,50,力荐,2018-06-04,应该是这套书里最喜欢的部分了吧，儋州学艺的部分，平淡又美好，去了京都也更喜欢范家兄妹的故事，淡淡的
8,丁丁虫,https://www.douban.com/people/lovedzc/,40,推荐,2018-06-03,故事不错，只是涉及到女性的内容十分恶俗
0,懵懵喵,https://www.douban.com/people/114289640/,10,很差,2018-05-31,十年前还没有VR，博物馆中的技术还叫全息影像，那个年代这部网文圈了一大波的铁粉。我不知是否因为十年间大众观念已然不同，在如今的我看来范闲的有些行为乃至有些观点实在是不敢苟同。一星给陈萍萍、十三郎，给仅有的揭弊案、抄楼子、大东山叛乱几处段落。历时近九个月终于解脱了，若再有提高印象的机会，电视剧词条见。王倦大大看你的了！
0,醒时折花,https://www.douban.com/people/157041555/,50,力荐,2018-05-31,感谢猫腻大大把我从无脑小白文中拯救了出来，庆余年就是太慢热而且伏笔太多了，需要很有耐心才能看下去。但是真的好看，情节也严密，人物也丰满，描写也细致，不然不会被那么多人评为神书
0,逍遥叹,https://www.douban.com/people/146689658/,50,力荐,2018-05-27,没有读到80％的人没资格评论庆余年。
0,怡伶,https://www.douban.com/people/qiache/,30,还行,2018-05-26,"在网络小说里无论是篇幅，或是人物刻画、故事结构都算是翘楚了，然而一旦与真正的经典小说并列，依然差距颇大。
故事里的布下的局，都能自圆其说；故事里的主要人物，大都有了交代；人物的性格也大都有各自的闪光点，这些在网络小说里都做的算是不错的，然而依然不能掩盖人物性格前后矛盾、处事风格与性情不相符；有些局的逻辑、目的牵强；部分人物的结局牵强等问题，而最大的缺点在于故事的结局草草收尾，似是作者无心无力再构思一个与开篇以及故事发展相符的结局了。"
0,去你的叭,https://www.douban.com/people/98272385/,30,还行,2018-05-22,"〔17〕
目录有点迷，那我就算第一卷和第二卷是第一本吧。
比我想象中要差很多，
就是起点平均水准啊，
并没觉得有多神。
剧情总感觉太随便了，
没逻辑啊，
就我想让他有啥就有啥的感觉。
而且，
太他妈长了，
我刚看完两卷就已经有点想弃文了。
诶，
吃饭的时候随便看看吧。"
0,梁晓逗,https://www.douban.com/people/88760709/,30,还行,2018-05-20,男主金手指太明显了 感情线也安排的莫名其妙 人物性格设定更是违背人性的本质 悬念牵强 总体来说很失望
0,-水鬼👻,https://www.douban.com/people/44902224/,50,力荐,2018-05-20,看那么多网文印象深刻的也就那几个
0,沐兮木樨,https://www.douban.com/people/49701285/,30,还行,2018-05-19,全书的高潮就在大东山之役、京都叛乱那几章，再后来就是陈萍萍之死，然后就乏善可陈了。想到五竹单枪匹马杀入皇城的英姿，真是最帅气的角色了。当然叶轻眉这个一开始就死去的女人才是本书唯一的女主，其他的女性角色有特点但也很单薄，不及配角男性出彩，范闲和皇帝一样无耻虚伪狡诈，好在真心待他喜欢的人，所以才被逼得与皇帝对峙，不然仍然会继续虚伪逃避下去，这些都在陈萍萍胜算之中，所以一直都是皇帝与他瘸腿仆人之间的博弈，从来没有变过。而最深情惘然的感情仍然是叶轻眉和她瞎子仆人之间，当记忆全部消散之后，五竹仍然凭借心意杀了皇帝，那弯曲的铁钎不成形的腿依然支撑着他站立。而范闲最最无耻的样子就在这时，看着他一直心心念念的五竹叔受伤最后一刻才出手依然于事无补。作者废话太多，从玄幻到科幻真是一盆狗血，删掉一半就好了。
0,曾注销,https://www.douban.com/people/137916329/,30,还行,2018-05-17,每个人物都挺喜欢
0,错落,https://www.douban.com/people/anliang_2017/,40,推荐,2018-05-16,权谋部分其实很好玩。全书最喜欢的是陈萍萍，翻云覆雨，我自岿然不动。所以陈萍萍被杀的时候是真的难受，全书一直在说男主是理想主义者，其实陈萍萍才是。结尾不喜欢。
0,It's over,https://www.douban.com/people/55765659/,40,推荐,2018-05-12,还没看完，但是脑子里一直有个疑问。大皇子在戍边，二皇子在和太子竞争，三皇子才8岁。那么问题来了，太子李承乾是谁？四皇子么？三皇子才8岁那么四皇子肯定不到8岁吧？但是书里太子已经成年了啊！？有没有人给我解答一下这个问题
0,流年*指尖的沙,https://www.douban.com/people/171975725/,50,力荐,2018-05-11,超级好看的小说
0,禾末也,https://www.douban.com/people/90695158/,20,较差,2018-05-10,第一卷废话真的多。
0,汝焰,https://www.douban.com/people/173835607/,30,还行,2018-05-09,铺垫也太长了吧，以后看完再来补分
0,橙,https://www.douban.com/people/63919552/,30,还行,2018-05-07,看的猫腻的第一本，古典式网文，诚不我欺
0,常莫,https://www.douban.com/people/2030851/,40,推荐,2018-05-05,最后的脑洞真是可以的。
0,萝卜湖有鱼,https://www.douban.com/people/64473491/,40,推荐,2018-05-02,取名庆余年就好，什么鬼天下权臣宝典...神经病
0,aya,https://www.douban.com/people/175979442/,50,力荐,2018-05-02,书很长，读了很久很久读完了，然后又开始看第二遍。看书名并不出彩，然后发现我大意了，这部不要写的太好看了，文笔构架格局人物角色全部都是喜欢的，以至于打算把作者其他的作品都翻出来看
0,猪猪侠啦啦啦,https://www.douban.com/people/140513724/,50,力荐,2018-05-02,又看了一遍，没有第一部看时候那样惊心动魄，但是陈萍萍死的时候还是湿了眼眶
0,瞎大师五竹,https://www.douban.com/people/178135493/,50,力荐,2018-05-02,最是无情帝王家
0,夏目misku,https://www.douban.com/people/141386248/,30,还行,2018-05-01,男主杰克苏，长得好看又厉害，人见人爱，看一会还行，太长了，就看不进去了
0,ewens,https://www.douban.com/people/ewens/,40,推荐,2018-04-29,前半部分不错，不论是情节，人物塑造都很好，但后面真不想看父子相残，所以到此为止吧。就如同我看红楼梦只有看前80回一样。另外，喜欢猫腻平淡如水的语言。
0,AEBear,https://www.douban.com/people/2207486/,30,还行,2018-04-29,嗯……不知道为什么能看到很多其他书的影子
0,野声冻物,https://www.douban.com/people/116958443/,30,还行,2018-04-27,整套全看完了，废话多得连翻七八页，范闲扇皇太后巴掌很开心 ，后面被剧透了不开心
0,以墨,https://www.douban.com/people/63410556/,10,很差,2018-04-25,完全是意淫，看不下去了
0,阿斗思蜀,https://www.douban.com/people/174894794/,50,力荐,2018-04-25,"英俊潇洒 武功高强 家世显赫 抄袭李白杜甫成才子，穿越YY标配。

名字：猫大取的名字太好玩了，看到书名《庆余年》，我以为是莫言的作品。老谋深算的锦衣卫头子叫陈萍萍，穿越后的外挂男主叫范闲，男主的名义老爹叫范建。。。这些名字用在穿越文里面，我瞬间想到红地毯上披着花被套的某女星。

技术引进：穿越者引入了玻璃 水车等技术。很多次都YY自己穿越之后，凭借科学知识改变古代社会。这次终于过了一把瘾。

角色：喜欢五竹，就像喜欢楚子航，偶然想起我还喜欢老炮里的吴亦凡，原来我喜欢面瘫。。。另外喜欢林婉儿，贤妻良母是我的理想型？也许是真的老了。"
0,古斯塔夫,https://www.douban.com/people/169000810/,10,很差,2018-04-23,没看过就是想给个低分
0,文桂兒,https://www.douban.com/people/49430506/,30,还行,2020-01-02,越寫格局越小。。。偽善
0,春风复来,https://www.douban.com/people/133802444/,40,推荐,2018-04-21,不管怎么看都带着点矫情的味道，主角这辈可以说没几个不让人讨厌的，偏偏上一辈的故事写来波澜壮阔又透着物是人非的悲怆。
0,好吃和好看天敌,https://www.douban.com/people/58482996/,10,很差,2018-04-20,矫情屌丝男自我意淫还偷红楼梦
0,小萧,https://www.douban.com/people/79942000/,30,还行,2018-04-14,就是个穿越文，当时看的没那么认真。
0,丑娃,https://www.douban.com/people/64093040/,10,很差,2018-04-14,废话连篇，矫情造作，过度YY，浪费纸张
0,一等一的等,https://www.douban.com/people/170115171/,50,力荐,2018-04-13,"一环接一环!丝丝入扣!欲罢不能!

这是我读这本书最大的感受,刚刚读完这本书时的心情，说不好，心里有些不好受，不说了，谁想看自己看吧！"
0,LADY睿睿,https://www.douban.com/people/40818805/,50,力荐,2018-04-12,好多年前看过，全部读完就标记这本吧。挺好看的，但有些啰嗦，文中很爱用的一个词是 恐怖
0,心形役,https://www.douban.com/people/174836108/,50,力荐,2018-04-08,整体构思赞，很多细节都处理的恰到好处，读起来意犹未尽
0,攻城狮,https://www.douban.com/people/154507999/,50,力荐,2018-04-06,精彩的权谋小说
0,lkayz,https://www.douban.com/people/yuantuotuo/,30,还行,2018-04-04,网络爽文就是停不下来  断断续续看完整本。 后期驾驭人物还是有点吃力了。
0,异世绿,https://www.douban.com/people/j_today/,10,很差,2018-04-04,被开篇震慑，久久不能往下读，怎么可以这么杰克苏！
0,瓜虫,https://www.douban.com/people/87858313/,50,力荐,2018-04-03,第n次看，依旧回味无穷，只可惜猫腻大大现如今笔力不如从前了……
0,木棉,https://www.douban.com/people/50880825/,40,推荐,2018-04-02,陪伴我渡过孕期的小说。原来看了一点开头没看下去，这次一口气看完，酣畅淋漓。男生喜欢这种小说大概会把自己代入男主的位置吧。权谋部分也还不错，大boss隐藏够深，喜欢陈萍萍，海棠朵朵。电视剧也在拍了阵容强大。
0,唤玉,https://www.douban.com/people/142168551/,40,推荐,2018-04-02,yy 爽点什么的，网文都得有这样的设定，不然还有谁看呢，出版的话也都知道有多困难，所以，抛开虚华的表面来看这本书的骨，还是很有意思的
0,Grace,https://www.douban.com/people/35958963/,10,很差,2018-03-25,不喜欢
0,Sherlocked,https://www.douban.com/people/sanzanglx/,30,还行,2018-03-25,说实话 还可以 虽然剧情一直在一个玛丽苏生了一个杰克苏上面打转 逻辑上也经常见不通顺 但有一些片段性的华章溢彩
0,味名,https://www.douban.com/people/2050913/,30,还行,2019-02-17,看一半弃了
0,白白的,https://www.douban.com/people/66645706/,30,还行,2018-03-22,水过无痕
0,祈人之忧,https://www.douban.com/people/159334526/,20,较差,2018-03-21,明明感觉可以，但是就是看不下去，是真的看不下去，怪我慧眼不识珠！
0,梦缠绕的时候,https://www.douban.com/people/5664929/,20,较差,2018-03-20,前半部分还好，越往后作者的文青病越重，越来越墨迹，不爽利，黏黏糊糊不利落。有些情节和人物可有可无，遣词造句也多有瑕疵，越往后越不喜欢叶轻眉，更讨厌可有可无的林婉儿。纵观其他几部，将夜，择天记，都是这种毛病，偶有佳段整体把控不足，或者说小说要说的大命题太过无聊。另外，三观都有些不正。
0,高离原Eddie Cha,https://www.douban.com/people/139579354/,50,力荐,2018-03-17,比较引人入胜
0,方布,https://www.douban.com/people/35346123/,40,推荐,2018-03-16,忘记有没有看完了，有挂有设定有情节，女人多纠葛也多，不记得啥权权臣臣的，打仗最好看，就酱，又，圣姑我最爱。
0,追,https://www.douban.com/people/57951183/,30,还行,2018-03-16,"剧本设定是个向后穿越的,管他向哪穿呢,随便吧,后面写得偏仓促了,历尽千辛万苦找五竹那个机器人,找回来让五竹PK庆帝,然后主角做个甩手掌柜.13,朵朵,齐帝,东夷这些角色和剧情的设定都没开发出来"
0,Zoooou,https://www.douban.com/people/98650234/,50,力荐,2018-03-15,每次读完一本书，心里总是会有点不一样的情绪。那天和学姐推荐这本书，仔细想来我真的想不出一个词能来形容一下范闲，可我明白的是那种超然于世外的心境是我喜爱的，于尘世间的小人物，是我在意的。我喜欢看世间种种毫无缘由的相聚一起，我也喜欢顺其自然的恬淡率性。当然，我最羡慕范闲能和喜欢的人一起看海。
1,痞子笛,https://www.douban.com/people/tina/,20,较差,2018-03-12,真是太难看了！难看到我都羞于承认我看过
0,顾望,https://www.douban.com/people/154866367/,40,推荐,2018-03-11,官场味太足，比《雪中悍刀行》、《大周皇族》要逊色一些。无论是江湖还是庙堂，有风尘味的地方才会吸引人吧
0,守门猿,https://www.douban.com/people/41223346/,50,力荐,2018-03-10,这估计我读研或者刚毕业时候看的吧，情节早他娘忘了，但是还记得当时对猫腻这个网文作者的印象很好，才一路下来接着看了《间客》，那部个人认为才是他目前最优秀的作品。
0,夏晓醉,https://www.douban.com/people/137143141/,50,力荐,2018-03-09,再读庆余年，仍觉心情激荡。难忘风华绝代的他们：寂寞的小叶子，有“枪”的陈萍萍，带“剑”的范健，还有“虽千万人，吾往矣”的小竹竹。
0,Young Loo,https://www.douban.com/people/156873205/,50,力荐,2018-03-09,如果按小说看，确实有很多槽点，如果按网文看，实为大作。石碑上的字，是小说的灵魂啊
0,Tagomi,https://www.douban.com/people/66965482/,40,推荐,2018-03-08,。。。主角光环严重，描写啰嗦，细节过多，但是谋略成熟。人人都爱叶轻眉吧
0,yaya,https://www.douban.com/people/74649021/,30,还行,2018-03-06,男主话痨，人设崩溃，第二次依然看不下去
0,城堡V587,https://www.douban.com/people/174904320/,50,力荐,2018-03-04,虽然长，还是全部看完，这是我除了大唐双龙传之外看的最长一部小说了。对叶轻眉更有兴趣哈哈。
0,宁无加,https://www.douban.com/people/65662811/,40,推荐,2018-03-04,【2015】看的时候还是挺享受的，会被主人公所打动。没有成功是容易的，知道自己要什么，是什么非常重要
0,夜明猪,https://www.douban.com/people/30727269/,20,较差,2018-03-03,废话连篇，口水话翻来覆去的充字数，还是不是的大段大段的抄古诗，楞说主人公背下来的，我擦，背几个五言绝句甚至是古文片段还可以理解，连红楼梦都一字不差的背下来，也太假了吧。看了一本实在坚持不下去了，看这本也是给朋友个面子，看完觉得脑子痛！
0,Janus,https://www.douban.com/people/81103621/,50,力荐,2018-03-01,高一时看的第一次，不夸张的说，影响了我很多。
0,木子家的小vv,https://www.douban.com/people/71440873/,30,还行,2018-02-26,人设需要后续丰满或者破功
0,西          🌥,https://www.douban.com/people/170017848/,50,力荐,2018-02-25,三刷的小说，我还能说什么!
0,文a艺r复t兴,https://www.douban.com/people/152574077/,50,力荐,2018-02-24,平平淡淡地讲了一个故事，内容却触人心弦。想赶快看下一章，又怕看得太急，太快知道结局。陈萍萍出事的那段，我发现自己一直在流鼻涕，后来照镜子看到自己的红眼眶，才知道自己哭了，只是没有流泪，唯一缺点：江南之后的情节有些拖沓
0,巫山情圣,https://www.douban.com/people/93846306/,40,推荐,2018-02-23,除了男主都可以
0,EDTA,https://www.douban.com/people/37000768/,40,推荐,2018-02-22,第一卷略显拖沓，不过交代的很好，剧情故事让人有读下去的欲望！
0,juliana,https://www.douban.com/people/55503026/,30,还行,2018-02-21,"知道我在最近在看武侠，有朋友推荐的。翻看起来很快，第一本是kindle包月会员免费的，但也无需再看后面啦，与我而言，浅尝辄止吧。
哈哈，本来写短评是为了马克一下，好知道时间用到哪里去了。顺手翻了一下评论，发现很多人和我感觉一样，看来我三星还是给高了。"
2,女兒國宰相X魚,https://www.douban.com/people/1147850/,40,推荐,2018-02-22,网文里的清流。
0,晓畅,https://www.douban.com/people/83083895/,30,还行,2019-12-28,3.1
0,冷色倾嘉,https://www.douban.com/people/131042717/,30,还行,2018-02-19,看了一大半才发现也是猫腻写的 果断弃了 查了下大概结局果然不喜
0,未眠之语,https://www.douban.com/people/57978320/,10,很差,2018-05-04,好幼稚的文笔，好生硬的情节，好可
1,朱青1900,https://www.douban.com/people/66813250/,40,推荐,2018-02-17,😂😂😂竟然看起了网络小说，除了前期男主加技能很套路，其他还不错，算是网络小说清流。#期待明年电视剧#
1,信信,https://www.douban.com/people/173157590/,40,推荐,2018-02-16,开场便已去世的叶家小姐是全书最动人的形象
0,颜如舜英,https://www.douban.com/people/42379981/,20,较差,2018-10-15,"盛名之下，其实难副。这本小说朋友推荐了好几次，之前也看过开头，这次是我第三次拿起来，却还是看不下去，ds的yy生涯，向来不爱看女人穿越成玛丽苏的小说，没想到这部是男人穿越成杰克苏，嗯，看了十分之一不到，唧唧歪歪进展缓慢不说，文风也喜欢不起来，故事也没啥好看的，讲真，多处情节差点没恶心到吐出来。。豆瓣评分如此之高，令我费解。。已弃。。
只是没想到我明叔竟然参演小说改编成的电视剧，我有点方啊。"
0,野蔓陳言,https://www.douban.com/people/auroratychen/,40,推荐,2018-02-13,竟然真的还可以……抛开令人吐槽的主角开挂和厚颜无耻文抄公，权谋情节倒还有那么点意思。
0,纳言纳谏,https://www.douban.com/people/66064517/,30,还行,2018-02-10,无聊时打发时间可以看看 但是太长了 弃
0,微卡霸,https://www.douban.com/people/160852082/,50,力荐,2018-02-07,这是我读过长篇小说中，最另类的一本。万字一棋局，文笔细腻，不温不火，不平不淡，作者的谋局架空的功力深厚。对于结尾处的bug有一丝的遗憾，但并不影响整体的神经系统。
0,樱桃,https://www.douban.com/people/157970947/,30,还行,2018-02-05,当爽文看也是不错的，金手指开的太大，以及最后居然后宫？最近石头与水的龙阙估计也借鉴了点，可惜也是当年觉得有潜力的写手。
0,SAI.,https://www.douban.com/people/163207505/,50,力荐,2018-02-05,呵呵呵垃圾网络文学看多了连好坏都分不清了？
0,翊蓝,https://www.douban.com/people/38243770/,40,推荐,2018-02-05,一个网络小说我竟然整整看了两遍
0,琵小歌,https://www.douban.com/people/sophiecc/,30,还行,2018-02-04,听说要改编成电视剧才看的！猫腻小说真是又臭又长！
0,[已注销],https://www.douban.com/people/173425211/,40,推荐,2018-02-02,猫腻的经典。
0,又要起名,https://www.douban.com/people/162927062/,30,还行,2018-02-01,前半段比较有意思，不过故事太长了，男主角也不是什么好东西
0,薇拉,https://www.douban.com/people/2797861/,,,,被演员阵容吸引过来的，没想到读下去还蛮有意思。搜了搜资料才知道，原来这么多粉丝的。
0,沽酒,https://www.douban.com/people/82511064/,10,很差,2018-01-30,垃圾爽文
0,半瓶醋,https://www.douban.com/people/119786068/,30,还行,2018-01-30,奔着陈道明演的庆帝去的。不知不觉把第一部看完了，第一部庆帝就没啥出场的。而且范闲的人生真的so  easy！！！不能再熬夜追了
0,苏和和和和,https://www.douban.com/people/53606035/,40,推荐,2018-01-29,明月大江。因为要拍了，来提前看看。
0,马甲乙,https://www.douban.com/people/65535500/,50,力荐,2018-01-29,四星半。猫腻的文字很喜欢，格局也大，情节发展很流畅，主配人物塑造也丰满。就是男主金手指开的有点多，最后收尾有点扯，作者种马思想有点严重。喜欢海棠，不喜欢官配。总的来说在网文中算不错了，值得一看。
0,镜湖石,https://www.douban.com/people/yammiyoung/,10,很差,2018-01-25,说起来这一星并不是给这本书的，毕竟我可能只看了这本书的一部分。这一星是给作者描写的女性角色的。我有个毛病，不管是看书还是看电视剧电影，如果女性角色讨厌我是断然无法继续看下去的，无法代入，无法认同其中的逻辑。我弃了这本书是因为我看到主角遇到一个爱慕他的女子，相见的时候穿了一件衣裳被主角夸赞。过了好一阵子，两人又再相见，那女子居然又穿了上次见面时候穿的那件衣裳。我觉得此处可见作者太不懂女人心，也没想深究女人的内心和逻辑，估计不是我的那杯茶。
2,小河饲养员,https://www.douban.com/people/ranranaway/,40,推荐,2018-01-24,看完间客之后立即找了这本读，连着半个月看完。男主开了金手指，自私怕死又爱享乐大约和你我一样，难得的是燕小乙那一站终究也点醒了我什么。高潮是陈萍萍的死，我是哭了的，然后后面的情节特别索然无味了，反正知道主角不会死只是为了看他怎么赢，但是神庙的描写太随便，开挂的五竹太勉强。但猫腻的功力是厉害的，叶轻眉开篇就死了却活了整本书，甚至掩卷还让人心念之。范建四顾剑费介都很棒，甚至李云睿也让人赞叹。但猫腻的短处也很让人讨厌，也罢，终究是我自己的喜好了。
1,青蘅紫陌,https://www.douban.com/people/141088401/,40,推荐,2018-01-24,整部小说贼长。前面只能说好看，自从陈萍萍死后，突然就波澜壮阔
0,山雨,https://www.douban.com/people/136816316/,30,还行,2018-01-22,"陈萍萍死的时候高潮动人，一生阴谋诡谲为的是心底一丝光亮，他人待我好，我待他人好，坚持他人理想为理想，有友如此，足以。后面看到拧巴，就凑合着主角的性格，既来之，则安之。
刻画了很多人物，叶轻眉，海棠朵朵，五竹，范建，洪竹等等，篇幅之中自有小趣味，有一些片段截取出来可以作为散文读读。
真的，太长了。"
0,水中游鱼,https://www.douban.com/people/172750944/,30,还行,2018-01-20,情节还行，就是借穿越身份盗用太多。
0,该狗带的必狗带,https://www.douban.com/people/148524202/,10,很差,2018-01-19,嫩嫩的猫腻。酸酸的猫腻。
0,自行车小明10010,https://www.douban.com/people/150568972/,50,力荐,2018-01-17,最近又重读了一边，人物生动，文笔细腻，难得的好网文
0,怀草诗,https://www.douban.com/people/171643021/,40,推荐,2018-01-16,精彩，但这主角真心让人喜欢不来
0,Candy,https://www.douban.com/people/4627678/,30,还行,2018-01-15,"故事连贯，笔法细腻，禁得住推敲。
杰克苏倾向...."
0,开心一点,https://www.douban.com/people/82933461/,30,还行,2018-01-09,文绉绉又野心很大猪脚，看着尴尬。
0,Sukie,https://www.douban.com/people/166247407/,30,还行,2017-12-31,够长，文字功夫过关，虽然剧情后面很拖沓了，但用来消磨时间还不错。
0,文武双全燕小六,https://www.douban.com/people/157816900/,40,推荐,2017-12-31,这是……男版玛丽苏?！
0,穆木,https://www.douban.com/people/hotaru0223/,30,还行,2017-12-30,文笔尴尬，剧情尴尬，看得非常难受。还是等剧出来看看怎样吧，书是不想再看了。
0,豆沙馅儿,https://www.douban.com/people/151535732/,30,还行,2017-12-23,男主的三观真是跪了……最后故事的结局也是醉了
0,风卷雪花又一年,https://www.douban.com/people/142492664/,40,推荐,2017-12-22,猫腻可能是带点玩笑写的这部小说，主角犯嫌他爹犯贱，女主咬着鸡腿脸圆圆样子和名字都是林依晨。故事架构虽然弱点，但文笔不错，人物刻画成功，萍萍坠可爱，五竹第二可爱。闲暇时间读读不错的。
0,阿Q与闰土,https://www.douban.com/people/72596002/,20,较差,2017-12-21,不喜欢。
0,拖鞋王子,https://www.douban.com/people/18061907/,50,力荐,2017-12-14,纯粹为了阅读快感。无脑刷书。
0,山下冬猫,https://www.douban.com/people/Saintnov/,30,还行,2017-12-12,二刷。
0,一一,https://www.douban.com/people/ying2625/,40,推荐,2017-12-11,#补卡#长公主太牛逼
0,晨曦飞羽,https://www.douban.com/people/32452739/,50,力荐,2018-01-04,叶轻眉！！！！！
0,墨竹色青,https://www.douban.com/people/79293650/,40,推荐,2017-12-09,4.5。期末考试前公交车上继续看= =...
1,吃瓜群众666,https://www.douban.com/people/151737659/,40,推荐,2017-12-06,读了很多年，读了很多遍。每次看到陈萍萍之死，依然会泪目。喜欢书里的权谋和布局，不喜欢范闲这个人。最美好的，是那个从来没有出现却活在所有人记忆里的叶轻眉。
0,lesyeuxdenini,https://www.douban.com/people/147565937/,30,还行,2017-11-17,无聊的时候就看无聊的时候就看 追了很久 不过真的废话太多 主角光环太强了 提前挖个坟：剧会完毁
0,hayasi_sibako,https://www.douban.com/people/4852900/,20,较差,2017-11-17,开篇没多少权谋，更多是作者的意淫。
0,痞子小桂,https://www.douban.com/people/gano/,40,推荐,2017-11-15,穿越的后诗词用得太烂…后半截人设和剧情也确实崩了。主角一直开挂人挡杀神。伏笔和剧情构建很好，配角也个个出彩，陈萍萍和海棠是难得一见的好角色。
0,trismile,https://www.douban.com/people/trismile/,30,还行,2017-11-13,一不小心开始重刷啦。前两部其实一般，到了后面才越来越好看。
0,奕奕,https://www.douban.com/people/shangguanyi/,10,很差,2017-11-12,金手指和主角光环也就忍了，但这么拖沓实在看不下去了。
0,羊咩咩,https://www.douban.com/people/157225499/,40,推荐,2017-11-09,追了好多天，可追到最后一本的时候不想看了。布局很大，阴谋很深。应该侧重写心理的吧，毕竟一个正常人都无法接受庆帝如此变态的存在啊。最扯淡的是，竟然男主和北帝有一腿～擦，男主光环已经足够夸张了……看着好累，可结局并没有很满足心意～
0,贺YH,https://www.douban.com/people/159503646/,50,力荐,2017-11-07,你们以为喷这本书就可以让自己的境界高一个标准吗
0,长风,https://www.douban.com/people/163830540/,50,力荐,2017-11-02,庆余年！！！！
0,一泽风川,https://www.douban.com/people/169026679/,40,推荐,2017-11-02,其实叶轻眉才是真正的主角
0,徐杰,https://www.douban.com/people/xujie/,40,推荐,2017-11-01,科幻小说的构架，但实际是穿越、武侠、奇遇、开挂和宫斗。叶轻梅是一个盗火者的形象，但她儿子的格局却是太小。
0,陈小尚,https://www.douban.com/people/lylehxh/,20,较差,2017-11-15,"卷一代表全书。
其实卷一还不错。可惜了后面拉长叙事线的枝枝末末，琐碎不知所云。大概是故意为了拉长篇幅赚点钱吧。
总之不推荐看。"
0,口袋喵,https://www.douban.com/people/87849569/,20,较差,2017-10-29,请不要倒贴红楼梦以及各类古诗词…以及这个天下权臣宝典是什么鬼，网文的封面和介绍多天雷滚滚
0,拳拳,https://www.douban.com/people/46905488/,50,力荐,2017-10-27,穿小说中前三，猫腻文笔很好，故事人物也没流气。就像雪山飞狐一样，真正的主角一出场就死了，侧写也能写得如此有血有肉，真是神小说。
0,Little。C,https://www.douban.com/people/littlecathy/,30,还行,2017-10-26,说实话 慢慢看觉得还蛮有意思的…
18,胖达叔,https://www.douban.com/people/hankerchief/,20,较差,2017-10-25,飞机读物。原本冲着评分以及邵燕君对猫腻的看重期待挺高，结果发现太low了，作者平时爱读书，然后一股脑地往里面填背景，很不和谐。主体叙事与穿越修仙也没啥区别。
0,邻居家的土拔鼠,https://www.douban.com/people/3672920/,40,推荐,2017-10-24,庆余年中的权术描写我认为在琅玡榜之上，而且一般网文比不了。确实也更啰嗦，显得小气。作者自恋，善于雕琢，有种脱裤子放屁，大便上雕花的多此一举，但我佩服他的自信到自恋不能自拔只好意淫到自己所描写的男主的气质。成功需要这样的彪呼呼的自信~
0,霍水水,https://www.douban.com/people/88141488/,40,推荐,2017-10-24,网络爽文 但是后来陈萍萍死前那段真的看哭了
0,正在缓冲……,https://www.douban.com/people/140457119/,40,推荐,2017-11-21,作者的想象力是庞大的，若去掉里面的网络小说影子，倒也不失为一本好书
0,郫县豆瓣酱,https://www.douban.com/people/168568253/,50,力荐,2017-10-22,非常好的一本书
0,丑四酩酊,https://www.douban.com/people/sidneylevi/,10,很差,2017-10-21,呵呵，老子好像看了一百多章
0,斯万科舒荣,https://www.douban.com/people/83186453/,20,较差,2017-10-17,作者皇权意识根深蒂固，奴性思想一脉相承
0,FUN熊来了,https://www.douban.com/people/fanxiehong/,30,还行,2017-10-16,废话依旧多，不喜欢穿越后开挂的设定，“大宗师”和《择天记》中的“神圣领域强者”的概念简直如出一辙。
0,KR2016,https://www.douban.com/people/50272607/,40,推荐,2017-10-14,第一部算是一些铺垫和交代吧，有点拖沓，作者的起名功力我也是服气的，还是有些期待之后的故事
0,蔗蔗蔗大王,https://www.douban.com/people/112951605/,30,还行,2017-10-13,一般般了， 作者笔下主角性格都太相似了，看多了就没意思
0,清柠,https://www.douban.com/people/1419809/,40,推荐,2017-10-10,不能忍受男主的婚姻观，爱情观。一个现代社会成长的现代男性，能如此圆滑的处理好妻子与小妾共处的关系，还不耽误很快在外面发展出红颜知己，不能接受。当他与北齐小皇帝滚床单时，断然弃文了。后面没有前面精彩，快看完了弃文有点可惜，毕竟那么长
0,有恒,https://www.douban.com/people/49485496/,30,还行,2017-10-10,当成YY小说看，剧情推进太慢，不够爽。作为文学作品，思想深度又不太够。闲着无聊打发时间看看还是挺好的……至少强于起点大多数同类小说
0,wizard,https://www.douban.com/people/wizard/,30,还行,2017-10-09,热门网书的通病，脑洞开的够大，但是细节不讲究，上帝视角太过分
