年龄,工作天数,职业类型,投资收入,投资损失,省份,教育,家庭角色,婚姻状况,教育时间,民族,工作情况,性别,Y
23,25,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,省政府,女,0.9679639047732096
26,35,机械操作,0,0,省份8,高一,孩子,离婚,6,民族D,个体,男,0.9888112245212745
28,30,其他职业,0,0,省份8,高三,未婚,离婚,8,民族D,非有限责任公司,女,0.9904547798114578
70,20,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,有限责任公司,男,0.644650068311138
44,54,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,非有限责任公司,男,0.2888515442593501
57,40,机械操作,4386,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6375696817085821
29,40,手工艺维修,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0.6648265636024373
24,30,未知,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,未知,女,0.916908290256979
28,40,专业技术,0,0,省份34,大学生,离家,未婚,13,民族B,个体,男,0.9456311321761282
55,40,机械操作,0,0,省份8,高二,离家,未婚,7,民族A,个体,女,0.9829732234599681
21,20,专业技术,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,中央部委,男,0.9776571936128481
42,40,专业技术,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6534642465035959
65,35,执行主管,6418,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,有限责任公司,男,0.20999595173395202
22,40,专业技术,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,个体,女,0.7726632130577276
31,40,机械操作,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0.9021598098428976
43,40,其他职业,0,0,省份8,高一,未婚,分居,6,民族D,个体,女,0.9660205002040432
31,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.8009682119194896
41,45,销售,0,0,省份8,大学生,离家,离婚,13,民族D,非有限责任公司,男,0.9196473881818482
24,40,管理文书,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0.9805660803970386
30,40,手工艺维修,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.49330058550002887
74,18,运输,0,0,省份8,大学未毕业,离家,丧偶,10,民族D,省政府,女,0.9047821924319863
24,40,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族A,省政府,女,0.9619952430163883
18,35,销售,0,0,省份8,大学未毕业,孩子,未婚,10,民族A,个体,男,0.9720266459207939
47,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0.9579359353817345
39,50,执行主管,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9112487204085465
45,40,执行主管,0,0,省份26,大学生,丈夫,已婚平民配偶,13,民族B,个体,男,0.46361912236720537
31,20,其他职业,0,0,省份8,初三,未婚,未婚,5,民族D,个体,女,0.9959491923649747
27,50,管理文书,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0.9739028326300393
48,40,管理文书,0,0,省份8,高一,妻子,已婚平民配偶,6,民族D,个体,女,0.9465541858323953
23,12,未知,0,0,省份8,大学未毕业,离家,未婚,10,民族D,未知,女,0.9902314432339645
62,40,未知,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,未知,男,0.34871242644225997
39,40,机械操作,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,0.4777841397928593
37,68,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.5345055362021918
18,20,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9829964038462984
18,20,其他职业,0,0,省份8,高二,孩子,未婚,7,民族D,中央部委,男,0.9921866027513057
66,10,机械操作,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0.977727378803249
23,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.8016367175192757
34,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3933590738774163
27,40,其他职业,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.7399993443360824
45,40,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6517984866504739
31,50,手工艺维修,0,0,省份8,高中生,孩子,分居,9,民族A,非有限责任公司,男,0.9289701368742493
40,40,技术支持,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,男,0.9661304613612598
25,30,销售,3418,0,省份8,大学未毕业,孩子,未婚,10,民族A,个体,女,0.9630044058461968
39,40,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.650129006762421
22,40,专业技术,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0.9868947085610664
58,36,管理文书,0,0,省份8,高中生,未婚,离婚,9,民族A,个体,女,0.9620330330549206
21,40,劳工保洁,0,0,省份22,小学5、6年级,丈夫,已婚平民配偶,3,民族D,个体,男,0.9826171843457794
79,5,其他职业,0,0,省份8,初中一、二年级,未婚,丧偶,4,民族A,个体,男,0.9877810050566245
20,38,销售,0,0,省份8,高中生,未婚,未婚,9,民族D,个体,女,0.9809165564164861
78,36,运输,0,0,省份8,小学5、6年级,丈夫,已婚平民配偶,3,民族B,个体,男,0.9301018236237227
28,40,未知,0,0,省份8,大学未毕业,未婚,未婚,10,民族D,未知,女,0.9659968869717805
46,24,家政服务,0,1594,省份6,初中一、二年级,未婚,已婚配偶异地,4,民族D,个体,女,0.9940204491312621
32,50,劳工保洁,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.749703105223199
39,50,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,非有限责任公司,男,0.3934395463374375
24,20,管理文书,0,0,省份8,大学生,孩子,未婚,13,民族D,有限责任公司,男,0.9198241245358151
30,40,手工艺维修,0,0,省份40,高中生,丈夫,已婚平民配偶,9,民族B,个体,男,0.8556565952041333
35,40,手工艺维修,0,0,省份8,高中生,未婚,离婚,9,民族D,个体,男,0.9637785578888423
34,40,其他职业,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9331990619813832
32,45,管理文书,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,0.5431370836648866
60,40,保安,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,地方政府,男,0.5831880295018471
25,40,执行主管,0,2444,省份8,大学生,离家,未婚,13,民族D,中央部委,女,0.9251747660120018
31,40,专业技术,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,地方政府,女,0.7162697757233665
26,40,执行主管,0,0,省份8,准职业学位,离家,未婚,11,民族A,个体,女,0.9696198425147892
28,40,手工艺维修,0,0,省份22,小学5、6年级,其他关系,未婚,3,民族D,个体,男,0.9883258585834589
33,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7268291516044312
32,40,管理文书,0,0,省份8,准职业学位,离家,离婚,11,民族D,个体,女,0.9670620188271245
47,60,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,中央部委,男,0.26939981093208787
55,40,管理文书,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0.9631654227645108
33,50,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.32413363243351545
32,40,执行主管,0,0,省份8,大学生,离家,离婚,13,民族D,个体,女,0.935363597254147
37,25,管理文书,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0.9054310423274488
32,50,农业捕捞,0,0,省份8,高二,未婚,未婚,7,民族D,个体,男,0.980392655790972
41,40,专业技术,0,1887,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3933590738774163
40,40,手工艺维修,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,0.9405867211692474
36,60,运输,0,0,省份22,高中生,其他关系,分居,9,民族D,个体,男,0.6214700355594135
47,45,销售,15024,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.0034360617712807517
39,40,手工艺维修,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.39160707738670075
24,40,手工艺维修,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,男,0.9659979826269086
24,40,管理文书,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,地方政府,女,0.8787827024707331
26,40,手工艺维修,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,0.8917007889118781
23,35,劳工保洁,0,0,省份8,大学未毕业,未婚,未婚,10,民族C,个体,女,0.9664891607509198
45,60,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.5935094490298768
65,10,执行主管,0,2174,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.7337269952932559
45,40,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,省政府,男,0.9287769774749107
41,70,执行主管,7688,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,有限责任公司,男,0.024407725290202076
54,37,管理文书,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,女,0.9525034699436592
21,35,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,女,0.9702225272224518
33,50,管理文书,0,1902,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3213803175683698
27,35,劳工保洁,0,0,省份8,大学生,未婚,未婚,13,民族D,个体,男,0.9027714660418765
29,40,管理文书,0,0,省份8,大学未毕业,未婚,离婚,10,民族A,中央部委,男,0.9746199823352948
28,40,管理文书,0,0,省份8,大学未毕业,其他关系,未婚,10,民族A,个体,男,0.8938451503973899
39,50,专业技术,15024,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,有限责任公司,男,0.005187559691202881
21,40,手工艺维修,0,0,省份8,初中一、二年级,离家,未婚,4,民族D,非有限责任公司,男,0.9983896216567214
50,40,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6382970282957886
57,40,劳工保洁,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6390237416369551
90,99,运输,0,0,省份8,高中生,未婚,丧偶,9,民族D,个体,男,0.37543900665287866
35,45,运输,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6153466775615369
42,40,管理文书,0,0,省份8,大学生,离家,离婚,13,民族D,个体,女,0.9050118738681425
17,40,其他职业,0,0,省份8,初三,孩子,未婚,5,民族A,个体,男,0.9944539490166102
40,20,管理文书,0,0,省份8,大学生,未婚,离婚,13,民族D,个体,女,0.9190817886978853
48,40,手工艺维修,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族A,中央部委,女,0.8934134225619849
42,45,未知,0,0,省份8,大学未毕业,离家,未婚,10,民族D,未知,男,0.9621509467842504
28,40,销售,0,1980,省份8,大学生,离家,未婚,13,民族D,个体,男,0.9238367292699144
40,70,运输,0,0,省份8,高一,未婚,分居,6,民族D,个体,女,0.9191612599522838
39,45,其他职业,0,1573,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0.75907015980062
34,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7264121287886098
41,50,运输,7298,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0.1750280460325575
47,40,执行主管,0,0,省份29,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0.33927689108154035
41,60,运输,0,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0.808572325337212
51,55,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.21285316164433077
46,50,保安,5013,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,地方政府,男,0.15035978526141558
44,20,执行主管,0,0,省份8,研究生,未婚,分居,14,民族D,个体,女,0.7498234343295151
59,35,执行主管,0,0,省份8,准职业学位,离家,未婚,11,民族D,非有限责任公司,男,0.9451778437700905
45,35,销售,0,0,省份8,大学生,离家,未婚,13,民族D,非有限责任公司,女,0.9253349959420386
56,36,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.664259072964287
74,20,其他职业,1409,0,省份33,高三,丈夫,已婚平民配偶,8,民族D,非有限责任公司,男,0.830029513110312
20,40,其他职业,0,0,省份8,高二,离家,未婚,7,民族D,个体,男,0.9936759220830162
38,50,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.32092262994116694
56,32,机械操作,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0.9656412152820781
31,40,机械操作,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,个体,女,0.8659503790050167
23,40,销售,0,0,省份8,大学生,孩子,未婚,13,民族D,个体,男,0.8376213064882403
58,40,手工艺维修,0,0,省份8,大学生,离家,丧偶,13,民族D,个体,男,0.6670456260575732
43,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7264121287886098
54,40,管理文书,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0.8010518118179366
26,35,运输,0,0,省份8,高二,离家,未婚,7,民族D,个体,女,0.9914787018271624
31,46,手工艺维修,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.4482424534571353
25,20,其他职业,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,女,0.9872478629569281
23,35,专业技术,0,0,省份8,大学未毕业,离家,未婚,10,其他,个体,女,0.9832087688010225
70,70,农业捕捞,2653,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.31175264728492413
38,45,专业技术,7298,0,省份8,准职业学位,妻子,已婚平民配偶,11,民族D,个体,女,0.1709538119421008
23,48,技术支持,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0.9653475641591978
21,48,销售,0,0,省份8,高中生,未婚,离婚,9,民族D,个体,女,0.9788381452126014
54,30,其他职业,0,0,省份11,小学5、6年级,未婚,已婚配偶异地,3,民族A,个体,女,0.9944328576384717
35,40,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9325417241791014
61,40,管理文书,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族A,个体,女,0.8413471364384209
21,40,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0.9663944955267308
70,35,专业技术,20051,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,非有限责任公司,男,0.002812592919790746
33,45,销售,0,0,省份8,大学专科,离家,离婚,12,民族D,个体,女,0.9210807716604197
21,40,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0.9572456092204846
24,40,机械操作,0,0,省份8,准职业学位,孩子,未婚,11,民族D,个体,男,0.9133673393853342
68,35,未知,0,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,未知,男,0.8324675218690809
46,40,技术支持,0,0,省份8,大学未毕业,离家,离婚,10,民族D,地方政府,女,0.9689690086627194
47,35,其他职业,0,0,省份8,大学未毕业,离家,丧偶,10,民族D,个体,女,0.9093950799526624
22,40,专业技术,0,0,省份8,大学生,孩子,未婚,13,民族D,个体,女,0.885255810951358
68,25,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0.7146477319015508
25,60,其他职业,4101,0,省份31,高中生,其他关系,未婚,9,民族B,个体,男,0.8749352975321402
47,50,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6625926321857298
21,40,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0.9663944955267308
43,40,执行主管,0,0,省份8,高中生,未婚,离婚,9,民族D,个体,女,0.9628251366657882
25,20,管理文书,0,0,省份8,大学未毕业,孩子,已婚配偶异地,10,民族A,个体,女,0.9666525796986073
63,40,专业技术,0,0,省份8,职高,丈夫,已婚平民配偶,15,民族D,中央部委,男,0.17948225038907828
52,40,管理文书,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0.46309332829430727
64,40,手工艺维修,0,0,省份8,高中生,离家,丧偶,9,民族D,个体,女,0.8901511604391348
40,37,机械操作,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6711173363282865
25,40,执行主管,0,0,省份8,大学生,离家,分居,13,民族D,个体,男,0.8478005729454806
56,40,执行主管,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族A,有限责任公司,男,0.9213414675646077
67,32,未知,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,未知,男,0.6516247267093074
35,50,专业技术,99999,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0.0021037178935529033
30,55,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7199306153905809
40,40,其他职业,0,0,省份22,小学5、6年级,丈夫,已婚平民配偶,3,民族D,个体,男,0.9612223299489425
33,20,技术支持,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0.9479889778676535
49,40,其他职业,0,0,省份8,初中一、二年级,未婚,离婚,4,民族D,个体,女,0.990300823235752
43,35,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族C,中央部委,男,0.37574606149013445
22,30,管理文书,0,0,省份8,大学未毕业,未婚,未婚,10,民族A,个体,女,0.9837396519422411
40,60,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.5937626654468795
17,18,未知,0,0,省份8,高二,孩子,未婚,7,民族D,未知,女,0.9937197930218835
27,70,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6205020010139719
49,45,执行主管,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,有限责任公司,男,0.3878465262499665
47,44,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7031081146327038
41,40,管理文书,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,省政府,男,0.4565485375091741
34,55,执行主管,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0.2227194831332553
48,40,管理文书,2463,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0.9701546305134027
35,46,劳工保洁,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族D,个体,男,0.9026719180408863
64,8,手工艺维修,0,0,省份8,大学未毕业,离家,丧偶,10,民族D,非有限责任公司,女,0.9531136838559988
50,40,手工艺维修,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0.4643985277869275
23,40,手工艺维修,0,0,省份8,高中生,孩子,未婚,9,民族D,非有限责任公司,男,0.9671276072334754
42,40,管理文书,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,个体,女,0.9475590563693675
39,60,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,有限责任公司,男,0.6393323249331603
56,40,销售,0,1974,省份8,高中生,离家,丧偶,9,民族D,个体,女,0.8894306196949477
31,45,未知,0,0,省份8,高中生,其他关系,未婚,9,民族D,未知,女,0.9062941100566309
37,48,其他职业,0,0,省份8,大学生,未婚,离婚,13,民族D,非有限责任公司,女,0.8705963776605706
42,80,其他职业,3464,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,有限责任公司,男,0.3238438772849973
64,50,执行主管,0,0,省份8,大学生,离家,离婚,13,民族D,个体,女,0.8239014141636043
59,40,执行主管,0,3004,省份8,大学生,未婚,丧偶,13,民族D,个体,男,0.5661825505243319
19,40,其他职业,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0.9871992677597741
57,40,专业技术,3103,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.30006741135486537
31,40,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.8008008212130628
24,40,销售,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0.9724327389733259
40,50,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,有限责任公司,男,0.7047236440567974
59,28,其他职业,3908,0,省份8,高二,妻子,已婚平民配偶,7,民族D,个体,女,0.9225140301145419
33,33,手工艺维修,0,0,省份22,初三,丈夫,已婚平民配偶,5,民族D,个体,男,0.9372959560663292
34,35,其他职业,0,0,省份8,高一,离家,分居,6,民族D,个体,女,0.9806543200510244
37,50,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.32092262994116694
21,20,销售,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0.9758551385877374
28,40,管理文书,0,0,省份8,大学生,离家,未婚,13,民族D,个体,女,0.9221435217327953
41,42,手工艺维修,0,0,省份8,准职业学位,离家,未婚,11,民族D,个体,男,0.9393798952822395
20,10,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0.982066124574239
44,32,机械操作,0,0,省份22,小学5、6年级,丈夫,已婚平民配偶,3,民族D,个体,男,0.9689981043799468
32,40,管理文书,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.7379746769924819
58,55,管理文书,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0.9446570057973938
22,45,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.8391824568448594
25,40,专业技术,0,0,省份8,大学生,孩子,未婚,13,民族D,个体,男,0.8396101656000786
48,30,其他职业,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0.9779802105267638
48,40,执行主管,0,0,省份8,大学未毕业,离家,已婚配偶异地,10,民族D,省政府,女,0.9610304562506583
30,65,销售,0,0,省份8,大学生,孩子,未婚,13,民族D,个体,女,0.7027964391725556
19,35,销售,0,0,省份8,高二,孩子,未婚,7,民族A,个体,女,0.9899464515680595
21,49,销售,0,0,省份8,大学未毕业,未婚,未婚,10,民族D,个体,女,0.9627463392918717
56,54,销售,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,有限责任公司,男,0.4065380694156967
45,40,手工艺维修,0,0,省份3,高二,离家,未婚,7,民族D,个体,男,0.9851251794986498
40,40,管理文书,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.39035735620377443
47,28,销售,0,0,省份8,高二,未婚,离婚,7,民族D,个体,女,0.9868949847607362
29,40,管理文书,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0.9800659092011743
52,45,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.5153274602894067
19,15,未知,0,0,省份8,高中生,孩子,未婚,9,民族D,未知,女,0.9883745214369989
36,32,其他职业,0,0,省份8,高中生,孩子,分居,9,民族D,中央部委,女,0.8940217587529335
26,40,运输,0,0,省份8,高中生,未婚,离婚,9,民族D,中央部委,男,0.9765113693946441
55,48,执行主管,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,有限责任公司,男,0.4523891280107033
31,40,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.4914640760198563
56,30,管理文书,0,0,省份33,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.40081359286596074
32,38,机械操作,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0.9845212638751778
39,50,执行主管,0,0,省份8,大学生,离家,离婚,13,民族D,个体,男,0.8789677523045022
37,40,管理文书,0,0,省份8,大学专科,离家,未婚,12,民族D,个体,女,0.9178818605609872
43,40,技术支持,0,0,省份8,高中生,离家,离婚,9,民族D,中央部委,女,0.9763277505183154
27,40,劳工保洁,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族A,个体,男,0.8421162887179104
62,40,保安,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族A,个体,男,0.7007208221395769
56,35,管理文书,0,0,省份8,大学未毕业,离家,离婚,10,民族D,中央部委,女,0.956791867298112
27,40,手工艺维修,0,0,省份8,高二,离家,未婚,7,民族D,个体,男,0.9904160549351481
27,30,执行主管,0,0,省份8,大学生,离家,未婚,13,民族D,个体,女,0.9414564840523935
41,50,专业技术,0,0,省份8,博士,丈夫,已婚平民配偶,16,民族D,中央部委,男,0.14634497044885486
50,35,管理文书,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6714155406026102
23,40,其他职业,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0.9029905201952457
33,45,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.35607880632370403
38,50,执行主管,5178,0,省份23,高中生,丈夫,已婚平民配偶,9,民族D,有限责任公司,男,0.17249928250307722
42,40,销售,0,0,省份8,大学生,未婚,未婚,13,民族D,个体,男,0.8394825143182763
23,30,劳工保洁,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9660766746968203
27,50,劳工保洁,0,0,省份8,大学未毕业,离家,未婚,10,民族A,个体,男,0.9719795023180888
49,40,手工艺维修,0,1887,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.63853933657396
52,40,销售,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,女,0.9481348738741499
43,40,管理文书,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0.8589557675477806
42,40,手工艺维修,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,个体,男,0.9490864898083898
44,24,其他职业,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9576900499496661
24,40,其他职业,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.8024699713859559
43,50,执行主管,0,0,省份12,大学生,丈夫,已婚平民配偶,13,民族D,非有限责任公司,男,0.39940676202036174
80,15,农业捕捞,0,0,省份8,初中一、二年级,未婚,已婚配偶异地,4,民族D,非有限责任公司,男,0.9926683816140424
52,55,执行主管,15024,0,省份33,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.005733439150758413
81,45,销售,0,0,省份22,小学3年级,其他关系,丧偶,2,民族D,非有限责任公司,男,0.9384720164075632
49,50,管理文书,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,中央部委,女,0.9018196636413048
58,20,执行主管,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,有限责任公司,女,0.8997369760395522
51,40,执行主管,0,0,省份8,大学未毕业,离家,分居,10,民族A,个体,女,0.9008698680795229
30,40,管理文书,0,0,省份8,大学未毕业,未婚,分居,10,民族A,个体,女,0.931037934353341
39,48,专业技术,0,0,省份9,研究生,丈夫,已婚平民配偶,14,民族B,中央部委,男,0.30965767003777644
42,40,专业技术,0,1977,省份8,大学生,丈夫,已婚平民配偶,13,民族D,有限责任公司,男,0.4404738414153767
39,45,执行主管,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,地方政府,男,0.3032481309104996
46,40,机械操作,0,0,省份22,小学5、6年级,丈夫,已婚平民配偶,3,民族D,个体,男,0.960868660365615
61,40,管理文书,7688,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.08885554507170002
37,40,执行主管,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0.3105711896054675
43,40,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族A,个体,男,0.7112184214423691
35,40,手工艺维修,7298,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,中央部委,男,0.1803401351553856
20,40,管理文书,0,0,省份8,大学专科,离家,未婚,12,民族D,个体,女,0.9623641231810023
36,45,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6967734464822264
