,age,work_days,job,invest_income,invest_loss,province,education,home_role,marital_status,education_time,nation,work_type,gender
6857,39,50,8,7298,0,32,10,2,3,9,4,8,1
6858,79,20,5,0,0,32,9,0,3,10,4,8,1
6859,35,45,8,0,0,32,0,2,3,13,4,8,1
6860,48,60,3,0,0,32,9,2,3,10,4,8,1
6861,32,40,9,0,0,32,10,2,3,9,2,8,1
6862,26,28,0,0,0,32,1,0,5,11,4,8,1
6863,63,40,6,0,0,32,15,4,2,7,4,8,0
6864,79,40,12,0,0,32,10,2,3,9,4,2,1
6865,44,40,3,0,0,32,9,2,3,10,4,8,1
6866,32,40,9,0,0,38,11,2,3,8,4,8,1
6867,25,30,5,0,0,32,12,4,5,15,4,8,0
6868,40,40,3,0,0,32,11,4,2,8,4,8,1
6869,58,40,6,0,0,5,10,5,0,9,2,4,0
6870,36,20,8,0,0,32,9,4,1,10,4,8,0
6871,26,60,11,0,0,32,9,2,3,10,4,5,1
6872,32,40,9,0,0,32,1,2,3,11,4,8,1
6873,43,40,8,0,0,32,6,3,5,12,4,8,1
6874,40,35,10,0,0,32,9,1,3,10,4,8,0
6875,21,35,3,0,0,32,15,4,5,7,4,8,1
6876,41,40,11,0,0,32,0,2,3,13,4,8,1
6877,52,40,9,0,0,32,13,4,5,6,4,8,1
6878,32,50,5,0,0,32,5,2,3,14,4,4,1
6879,21,50,11,2463,0,12,9,3,5,10,3,8,1
6880,56,45,3,0,0,32,1,2,3,11,4,8,1
6881,45,40,3,0,1887,32,10,2,3,9,4,8,1
6882,41,48,11,0,0,32,1,4,5,11,4,5,1
6883,29,37,11,0,0,32,6,5,2,12,4,8,0
6884,28,60,11,0,0,32,0,2,3,13,4,8,1
6885,45,45,8,0,1902,32,0,2,3,13,4,8,1
6886,35,50,11,0,0,32,0,2,3,13,4,7,1
6887,25,25,8,0,0,24,9,5,5,10,4,8,0
6888,37,55,5,0,0,32,0,2,3,13,4,4,1
6889,43,40,10,0,0,32,9,5,2,10,4,8,0
6890,54,52,14,0,0,32,9,2,3,10,4,0,1
6891,58,40,2,0,0,32,10,2,3,9,4,0,1
6892,39,55,11,0,0,32,0,4,2,13,4,8,1
6893,25,40,3,0,0,32,10,0,5,9,4,8,1
6894,22,43,8,0,0,32,9,5,4,10,4,8,0
6895,21,8,6,0,0,32,9,0,5,10,2,8,0
6896,40,40,11,0,0,32,0,5,1,13,4,8,0
6897,41,40,3,0,0,32,10,2,3,9,4,8,1
6898,42,40,13,0,0,32,7,2,3,4,4,8,1
6899,27,38,1,0,0,32,6,1,3,12,4,8,0
6900,46,37,6,0,0,29,13,4,0,6,3,8,1
6901,34,38,3,0,1408,32,10,4,2,9,4,8,1
6902,25,40,5,0,1887,32,1,1,3,11,4,8,0
6903,43,38,10,0,0,32,6,4,5,12,4,8,0
6904,17,15,6,0,0,32,11,3,5,8,4,8,1
6905,38,40,6,0,0,32,9,1,3,10,2,8,0
6906,25,45,10,0,0,32,10,4,5,9,4,8,1
6907,29,30,6,0,0,32,10,5,5,9,4,8,0
6908,30,20,8,0,0,33,0,2,3,13,4,8,1
6909,30,30,12,0,0,32,9,1,3,10,4,2,0
6910,35,40,14,0,0,32,9,2,3,10,4,8,1
6911,31,40,2,0,0,32,10,2,3,9,4,4,1
6912,58,20,5,0,0,32,9,4,1,10,4,4,0
6913,43,45,3,0,0,32,10,4,5,9,4,8,1
6914,49,40,14,0,0,32,10,2,3,9,4,0,1
6915,55,50,3,0,0,32,10,2,3,9,4,8,1
6916,33,40,8,0,0,32,9,4,2,10,4,8,1
6917,43,40,11,0,0,32,9,2,3,10,4,5,1
6918,24,40,8,0,0,32,0,3,5,13,4,8,1
6919,54,35,6,0,0,32,10,1,3,9,4,0,0
6920,38,56,9,0,0,32,10,2,3,9,4,6,1
6921,29,40,3,0,1485,32,9,2,3,10,4,8,1
6922,40,40,6,0,0,32,15,0,5,7,4,8,1
6923,45,45,0,0,1628,32,10,2,3,9,4,8,1
6924,45,45,11,0,0,29,0,2,3,13,3,7,1
6925,54,40,11,0,0,32,9,2,3,10,4,8,1
6926,50,50,5,0,0,32,0,5,2,13,4,0,0
6927,38,60,11,0,0,32,0,2,3,13,4,7,1
6928,56,40,6,0,0,32,4,5,4,5,2,8,0
6929,48,55,3,0,0,32,0,2,3,13,4,8,1
6930,70,12,12,2964,0,32,10,4,1,9,4,2,0
6931,51,40,12,0,0,32,5,2,3,14,4,2,1
6932,27,48,5,0,0,32,0,4,5,13,4,8,0
6933,54,35,0,0,0,32,0,4,2,13,4,8,1
6934,52,40,9,0,0,32,15,2,3,7,4,8,1
6935,90,55,11,0,0,32,0,4,5,13,4,8,1
6936,51,60,11,0,0,32,0,4,0,13,4,8,0
6937,31,40,8,27828,0,32,5,3,5,14,4,5,0
6938,41,40,3,0,1887,32,10,2,3,9,4,8,1
6939,55,60,11,7298,0,32,0,2,3,13,4,8,1
6940,19,40,10,0,0,32,9,3,5,10,4,8,0
6941,59,40,2,0,2339,32,10,5,1,9,4,0,1
6942,23,30,6,0,0,32,9,3,5,10,4,8,1
6943,43,40,11,0,0,32,10,5,2,9,4,8,0
6944,33,40,3,0,0,32,10,2,3,9,4,8,1
6945,28,40,10,0,1485,32,9,2,3,10,4,8,1
6946,75,20,10,0,0,31,1,4,1,11,4,8,0
6947,39,40,10,0,0,32,9,4,2,10,4,6,1
6948,55,40,10,0,0,32,10,0,1,9,4,8,0
6949,24,50,0,0,0,32,9,4,2,10,2,0,1
6950,35,40,9,2885,0,32,10,2,3,9,4,8,1
6951,46,38,8,0,0,32,6,5,2,12,4,8,0
6952,31,40,6,0,0,32,9,5,5,10,2,8,0
6953,50,45,11,0,0,32,0,5,2,13,4,8,1
6954,43,40,9,0,0,32,1,4,2,11,4,8,1
6955,41,50,8,0,0,32,9,2,3,10,4,8,1
6956,56,40,10,0,0,32,1,5,1,11,2,6,0
6957,47,55,11,0,0,32,9,2,3,10,4,8,1
6958,45,40,12,0,0,32,10,2,3,9,4,2,1
6959,39,40,3,0,0,32,10,2,3,9,4,8,1
6960,47,40,9,0,0,32,9,2,3,10,4,8,1
6961,54,70,8,0,0,32,0,2,3,13,4,5,1
6962,27,40,11,0,0,32,1,3,5,11,4,8,1
6963,37,30,6,0,0,32,10,1,3,9,4,8,0
6964,21,15,0,0,0,32,6,3,5,12,4,8,1
6965,44,30,6,0,0,32,10,5,2,9,4,8,0
6966,34,50,11,0,0,32,10,2,3,9,4,8,1
6967,38,55,11,0,0,32,0,4,2,13,4,8,1
6968,27,40,9,0,0,32,1,4,5,11,4,8,1
6969,39,40,3,0,0,32,10,2,3,9,4,8,1
6970,35,40,10,0,0,32,6,2,3,12,4,8,1
6971,32,40,9,0,0,32,15,2,3,7,4,8,1
6972,34,35,12,0,0,32,1,2,3,11,4,2,1
6973,50,5,8,0,1408,32,6,4,5,12,4,7,0
6974,38,40,2,0,0,32,0,4,5,13,4,8,1
6975,28,42,9,0,0,32,10,2,3,9,4,8,1
6976,51,40,5,15024,0,32,0,2,3,13,1,8,1
6977,20,40,6,0,0,32,9,4,5,10,4,8,1
6978,23,40,9,0,0,32,10,3,5,9,4,8,1
6979,44,40,9,7688,0,32,9,2,3,10,4,0,1
6980,29,30,13,0,0,32,10,5,4,9,4,8,0
6981,39,24,10,4508,0,32,10,2,3,9,4,8,1
6982,31,40,2,0,0,32,10,2,3,9,1,6,1
6983,42,40,13,0,0,32,10,4,2,9,4,8,1
6984,51,40,9,0,0,32,10,2,3,9,4,8,1
6985,45,40,6,0,0,32,10,4,5,9,2,6,0
6986,67,40,13,10566,0,32,7,2,3,4,2,8,1
6987,28,40,3,0,1974,32,10,4,4,9,4,8,1
6988,29,50,5,0,0,32,8,2,3,16,4,8,1
6989,57,30,7,0,0,32,10,2,3,9,4,8,1
6990,37,50,9,0,0,32,9,2,3,10,4,8,1
6991,42,50,8,0,0,32,0,5,2,13,4,8,0
6992,58,40,5,0,0,32,9,5,2,10,4,8,0
6993,54,40,10,0,0,32,10,2,3,9,4,6,1
6994,46,10,6,0,0,34,9,5,2,10,4,8,0
6995,41,45,5,0,0,32,12,2,3,15,4,7,1
6996,31,40,3,0,0,38,9,2,3,10,4,8,1
6997,44,55,2,15024,0,32,0,2,3,13,4,5,1
6998,34,50,11,0,0,32,12,3,5,15,4,8,1
6999,33,60,0,0,0,32,10,2,3,9,4,8,1
7000,35,36,3,0,0,32,15,2,3,7,4,7,1
7001,23,30,3,0,0,32,9,3,5,10,4,8,1
7002,40,45,10,0,0,32,9,5,4,10,4,8,0
7003,50,40,10,0,0,32,10,0,0,9,4,8,0
7004,46,44,5,0,0,32,0,4,5,13,2,8,0
7005,20,32,12,0,0,32,9,3,5,10,4,2,1
7006,31,40,1,0,0,38,9,2,3,10,4,8,1
7007,44,60,2,0,0,32,10,2,3,9,4,7,1
7008,30,50,3,0,0,32,13,4,5,6,4,8,1
7009,46,38,10,0,2258,32,6,5,2,12,4,4,1
7010,41,40,10,0,0,32,9,3,2,10,2,8,0
7011,20,40,10,0,0,32,10,3,5,9,2,8,0
7012,46,49,14,0,0,32,6,2,3,12,4,0,1
7013,59,35,6,0,0,40,10,5,2,9,2,8,0
7014,36,40,8,0,0,32,0,1,3,13,4,8,0
7015,55,45,12,0,0,32,4,3,5,5,4,2,0
7016,45,60,3,0,0,32,10,2,3,9,4,8,1
7017,63,40,6,0,0,32,10,4,2,9,4,8,0
7018,53,55,11,0,0,32,5,2,3,14,4,8,1
7019,21,40,8,0,0,32,10,3,5,9,4,8,1
7020,29,40,1,0,2051,32,1,2,3,11,4,8,1
7021,50,60,3,0,1672,32,10,2,3,9,4,5,1
7022,32,20,11,0,0,13,10,4,5,9,0,7,1
7023,57,40,5,7298,0,32,0,2,3,13,4,8,1
7024,31,37,1,0,0,32,0,4,5,13,4,8,1
7025,25,40,6,0,0,32,9,4,5,10,2,4,1
7026,43,42,13,0,0,32,9,2,3,10,4,8,1
7027,57,50,11,0,0,32,0,2,3,13,4,8,1
7028,38,40,6,0,0,24,6,2,3,12,4,8,1
7029,48,40,10,914,0,32,10,5,4,9,4,8,0
7030,19,30,14,0,0,32,9,3,5,10,4,8,0
7031,51,10,11,0,0,32,9,1,3,10,4,8,0
7032,67,10,13,10605,0,32,9,2,3,10,4,8,1
7033,35,50,8,0,0,32,0,2,3,13,4,8,1
7034,20,30,6,0,0,32,10,3,5,9,4,8,1
7035,30,40,3,0,0,32,9,4,5,10,4,8,1
7036,21,30,12,0,0,32,9,3,5,10,4,2,1
7037,26,40,2,0,0,20,11,0,5,8,4,8,1
7038,23,30,5,0,0,32,0,4,5,13,4,8,1
7039,30,40,14,0,0,32,10,4,2,9,4,4,1
7040,22,20,10,0,0,32,9,3,5,10,4,8,0
7041,51,40,11,0,0,32,10,4,2,9,4,6,0
7042,18,15,12,0,0,32,15,0,5,7,4,2,0
7043,17,48,6,0,0,38,2,0,5,3,4,8,1
7044,29,43,5,0,0,32,1,4,5,11,4,8,1
7045,31,50,10,7298,0,32,0,2,3,13,4,8,1
7046,30,72,1,0,0,32,0,4,5,13,4,8,0
7047,38,40,9,0,0,32,10,2,3,9,4,8,1
7048,44,40,0,0,0,38,2,2,3,3,4,8,1
7049,52,40,5,0,0,32,12,2,3,15,4,5,1
7050,18,20,6,0,0,32,15,3,5,7,4,8,1
7051,38,40,3,0,0,34,10,4,2,9,4,8,1
7052,41,40,5,0,3900,32,9,3,4,10,4,8,0
7053,21,20,0,0,0,32,10,3,5,9,2,8,1
7054,53,40,10,0,0,32,10,4,2,9,4,0,0
7055,39,50,5,0,0,32,9,2,3,10,4,8,1
7056,36,55,11,0,0,32,9,2,3,10,4,8,1
7057,29,40,5,0,0,32,8,3,5,16,4,8,1
7058,44,40,10,0,0,1,9,4,2,10,3,8,1
7059,42,40,13,0,0,32,10,3,5,9,4,8,1
7060,32,40,11,7688,0,32,0,2,3,13,4,8,1
7061,29,55,14,0,0,32,10,4,4,9,4,8,1
7062,51,20,12,2105,0,17,10,2,3,9,3,2,1
7063,49,30,10,0,0,32,6,4,2,12,4,0,0
7064,42,72,14,0,0,32,9,2,3,10,4,0,1
7065,31,38,3,3464,0,32,1,2,3,11,4,8,1
7066,40,40,11,0,0,32,9,5,4,10,4,8,0
7067,34,60,5,4865,0,32,5,4,5,14,4,8,1
7068,66,40,5,0,0,32,0,2,3,13,4,8,1
7069,20,40,0,0,0,32,9,3,5,10,4,8,0
7070,46,43,1,0,0,32,10,4,2,9,4,8,0
7071,42,40,8,5178,0,32,9,2,3,10,4,8,1
7072,52,40,9,0,0,32,10,4,2,9,4,8,0
7073,21,40,10,0,0,32,10,0,5,9,4,8,1
7074,33,26,5,0,0,32,1,5,5,11,2,8,0
7075,35,40,9,0,0,32,9,4,2,10,4,8,1
7076,49,40,10,0,0,32,5,5,0,14,4,8,0
7077,29,41,6,0,0,32,9,4,5,10,4,8,0
7078,46,50,8,0,0,22,0,2,3,13,4,8,1
7079,53,35,3,0,0,32,10,4,4,9,4,8,1
7080,46,15,12,0,0,32,10,4,2,9,4,2,0
7081,31,40,11,0,0,32,9,2,3,10,2,8,1
7082,22,40,13,0,0,32,9,4,5,10,4,8,1
7083,57,40,5,0,0,34,7,2,3,4,4,7,1
7084,24,40,10,0,0,32,9,4,5,10,4,8,0
7085,73,35,8,0,0,32,7,2,3,4,4,8,1
7086,50,40,8,0,0,32,0,2,3,13,4,8,1
7087,46,40,5,0,0,32,9,4,2,10,2,8,0
7088,48,16,8,0,0,32,9,4,2,10,4,8,0
7089,20,28,6,0,0,32,10,2,3,9,4,8,1
7090,18,25,6,0,0,32,11,3,5,8,4,8,0
7091,48,50,2,0,0,32,7,4,5,4,4,7,1
7092,46,37,11,3103,0,32,0,2,3,13,4,5,1
7093,37,40,14,0,0,32,1,2,3,11,4,0,1
7094,28,60,10,0,0,32,6,2,3,12,4,6,1
7095,58,40,1,0,0,32,0,2,3,13,4,8,1
7096,31,60,3,0,0,32,10,2,3,9,4,7,1
7097,52,40,13,0,0,40,10,2,3,9,0,0,1
7098,39,40,10,0,0,32,6,2,3,12,4,8,1
7099,33,40,12,0,0,29,0,1,3,13,3,2,0
7100,24,40,6,0,0,32,13,4,5,6,4,0,1
7101,30,40,0,0,0,32,0,2,3,13,4,8,1
7102,46,40,5,0,0,32,8,2,3,16,4,8,1
7103,33,40,8,0,0,32,0,4,5,13,4,8,0
7104,33,50,11,0,0,32,10,2,3,9,4,8,1
7105,47,40,3,0,0,32,10,2,3,9,4,8,1
7106,45,50,5,4934,0,32,0,5,2,13,4,0,0
7107,20,40,6,0,0,32,4,3,5,5,4,8,0
7108,60,40,14,0,0,32,10,2,3,9,4,8,1
7109,28,15,5,0,0,32,0,3,5,13,4,8,0
7110,36,60,8,0,0,32,10,2,3,9,4,8,1
7111,30,40,2,0,0,32,10,4,2,9,4,8,1
7112,50,40,3,0,0,2,7,2,3,4,4,8,1
7113,29,26,0,0,0,32,10,3,5,9,3,8,1
7114,61,40,11,0,0,32,0,5,2,13,2,4,0
7115,57,50,11,0,0,32,10,4,2,9,4,4,0
7116,28,16,10,0,0,32,9,3,5,10,4,0,0
7117,40,20,6,0,0,32,7,4,5,4,4,8,1
7118,41,50,3,1506,0,32,10,5,2,9,4,8,0
7119,49,60,3,5013,0,32,10,2,3,9,4,8,1
7120,35,60,11,0,0,32,0,4,5,13,4,5,0
7121,28,60,13,0,0,32,10,2,3,9,4,8,1
7122,53,35,12,0,1504,32,10,4,5,9,4,2,1
7123,24,32,7,0,0,24,7,3,5,4,4,8,0
7124,55,45,11,0,0,32,10,2,3,9,4,8,1
7125,59,40,5,0,1977,41,12,2,3,15,3,4,1
7126,45,50,5,0,0,41,12,2,3,15,3,7,1
7127,53,40,10,0,0,34,9,5,2,10,4,8,0
7128,67,40,12,0,0,32,10,4,1,9,4,2,0
7129,21,12,10,0,0,32,1,1,3,11,4,8,0
7130,32,40,3,0,0,32,10,3,5,9,4,8,1
7131,31,55,8,0,0,32,0,2,3,13,4,8,1
7132,43,35,10,0,0,32,9,5,2,10,2,8,0
7133,22,35,12,0,0,32,9,4,5,10,2,2,0
7134,64,50,11,0,0,32,9,4,1,10,4,0,1
7135,31,27,10,0,0,32,10,1,3,9,4,8,0
7136,36,30,8,0,0,32,12,2,3,15,4,7,1
7137,30,40,8,0,0,32,10,5,0,9,4,8,1
7138,40,50,10,0,0,32,1,5,2,11,4,8,0
7139,19,16,10,0,0,32,9,3,5,10,4,8,0
7140,36,40,11,0,0,32,0,3,5,13,4,8,1
7141,27,40,0,0,0,38,10,2,3,9,4,8,1
7142,63,40,9,0,0,32,10,2,3,9,4,8,1
7143,40,52,6,7688,0,1,0,1,3,13,3,8,0
7144,40,40,9,0,0,38,4,2,3,5,4,8,1
7145,66,26,8,0,0,32,15,2,3,7,4,8,1
7146,50,40,6,0,0,32,10,4,2,9,4,8,0
7147,56,40,9,0,0,32,10,2,3,9,4,8,1
7148,37,40,14,0,0,32,1,5,2,11,2,4,1
7149,47,60,2,3103,0,32,10,2,3,9,4,7,1
7150,36,40,3,3103,0,32,10,2,3,9,4,8,1
7151,51,40,3,5013,0,32,1,2,3,11,4,8,1
7152,36,40,10,0,0,32,0,5,2,13,2,8,0
7153,23,40,6,0,0,32,9,3,5,10,4,8,0
7154,53,40,11,0,0,4,0,2,3,13,4,7,1
7155,41,80,5,0,0,32,6,4,2,12,4,8,1
7156,34,48,11,0,0,32,9,1,3,10,4,8,0
7157,40,40,5,0,0,32,5,1,3,14,4,0,0
7158,44,50,11,0,0,32,0,4,2,13,4,8,1
7159,51,45,13,0,0,32,4,2,3,5,4,8,1
7160,22,40,9,0,0,38,15,4,3,7,4,8,0
7161,18,40,12,0,0,32,13,3,5,6,4,2,1
7162,29,45,1,4386,0,32,10,1,3,9,3,8,0
7163,27,47,3,0,0,32,15,5,5,7,2,8,1
7164,42,40,3,0,0,32,9,4,5,10,4,0,1
7165,27,45,11,0,0,32,9,2,3,10,4,7,1
7166,22,40,0,0,0,32,1,4,5,11,4,8,1
7167,18,23,6,0,0,32,15,3,5,7,4,8,1
7168,31,40,10,0,0,32,9,2,3,10,4,8,1
7169,18,12,6,0,0,32,15,3,5,7,4,8,1
7170,19,30,13,0,0,32,10,3,5,9,4,8,1
7171,25,40,3,0,0,36,15,2,3,7,3,8,1
7172,47,50,8,15024,0,32,0,2,3,13,4,7,1
7173,46,40,3,0,0,32,4,5,4,5,4,8,0
7174,44,50,8,0,0,32,9,2,3,10,4,5,1
7175,39,40,3,0,0,32,9,3,5,10,2,8,1
7176,29,50,11,0,0,25,0,2,3,13,4,8,1
7177,47,40,13,0,0,32,7,2,3,4,4,4,1
7178,38,21,1,0,0,32,6,2,3,12,4,8,1
7179,37,40,2,0,0,38,3,2,3,2,4,8,1
7180,73,40,2,0,0,32,7,2,3,4,4,7,1
7181,39,22,7,0,0,32,10,5,2,9,4,8,0
7182,20,40,6,0,0,32,10,3,5,9,4,8,0
7183,30,43,13,0,0,32,10,4,2,9,4,8,1
7184,18,40,0,0,0,32,13,4,5,6,4,8,1
7185,49,40,8,5013,0,32,10,2,3,9,4,8,1
7186,34,40,5,0,0,32,12,2,3,15,4,0,1
7187,22,35,14,0,0,32,11,3,5,8,2,8,1
7188,80,20,2,1086,0,36,3,4,1,2,3,0,1
7189,25,40,3,0,0,32,10,2,3,9,4,8,1
7190,28,40,11,0,0,32,10,3,2,9,4,8,1
7191,30,40,6,0,0,32,10,5,2,9,4,8,0
7192,22,40,12,0,0,32,9,3,5,10,4,2,0
7193,37,40,10,0,0,32,9,2,3,10,4,8,1
7194,22,40,5,14344,0,32,0,4,5,13,1,8,0
7195,64,40,3,0,0,32,10,2,3,9,4,8,1
7196,32,40,0,0,0,32,10,4,2,9,4,8,1
7197,23,40,10,0,0,32,0,3,5,13,4,8,1
7198,23,40,8,0,0,32,10,4,2,9,4,8,1
7199,49,60,8,0,0,32,0,4,5,13,4,5,1
7200,62,40,11,15024,0,32,0,2,3,13,4,8,1
7201,22,40,12,0,1721,32,9,3,5,10,4,2,1
7202,43,40,5,0,0,32,1,4,5,11,4,8,0
7203,32,40,14,0,0,32,15,3,5,7,4,4,1
7204,32,40,6,0,0,32,2,0,3,3,4,8,1
7205,46,45,6,0,0,40,10,4,4,9,2,8,0
7206,46,40,1,3103,0,32,0,2,3,13,4,6,1
7207,21,40,12,0,0,32,9,3,5,10,4,2,1
7208,25,40,1,0,0,32,9,4,5,10,0,8,0
7209,42,52,11,7298,0,32,9,2,3,10,4,8,1
7210,65,40,0,0,0,34,3,2,3,2,0,8,1
7211,44,40,1,0,0,32,6,5,2,12,4,8,0
7212,57,50,11,0,0,32,0,4,2,13,4,5,1
7213,33,40,10,0,0,32,10,3,5,9,4,8,1
7214,19,20,12,0,0,32,10,0,5,9,2,2,1
7215,42,72,5,0,0,41,12,2,3,15,3,4,1
7216,67,32,0,0,0,32,4,5,1,5,4,8,0
7217,23,25,8,0,0,32,0,4,5,13,4,8,1
7218,30,60,3,6849,0,32,0,4,0,13,4,7,1
7219,49,40,3,0,0,32,13,2,3,6,4,8,1
7220,41,40,2,0,0,32,9,2,3,10,4,0,1
7221,31,35,10,0,0,32,10,3,5,9,4,8,0
7222,22,25,10,0,0,32,6,4,5,12,4,8,0
7223,32,40,13,7298,0,32,10,2,3,9,4,8,1
7224,33,40,3,0,0,32,15,2,3,7,4,8,1
7225,50,40,8,0,0,32,15,4,2,7,4,8,0
7226,47,38,10,0,0,32,10,4,2,9,4,8,0
7227,20,40,0,0,0,32,9,3,5,10,4,8,1
7228,21,40,11,0,0,32,10,4,5,9,4,8,0
7229,66,20,8,0,0,32,0,2,3,13,4,7,1
7230,37,40,3,0,1887,32,1,2,3,11,4,8,1
7231,41,40,3,0,0,32,10,4,2,9,4,7,1
7232,31,45,14,3464,0,32,9,2,3,10,4,0,1
7233,25,30,8,0,0,32,10,2,3,9,4,8,1
7234,28,40,10,0,0,32,10,4,2,9,4,8,1
7235,36,35,3,0,0,32,10,2,3,9,2,8,1
7236,47,40,6,0,0,32,10,4,5,9,4,8,0
7237,37,30,6,0,0,29,0,2,3,13,3,8,1
7238,51,40,3,0,0,32,10,2,3,9,4,8,1
7239,46,50,1,0,1977,32,6,2,3,12,4,8,1
7240,37,40,9,0,0,24,2,2,3,3,4,8,1
7241,44,40,13,0,0,32,10,2,3,9,4,8,1
7242,22,40,14,0,0,32,9,4,5,10,4,8,1
7243,39,35,8,0,0,32,9,0,2,10,4,8,0
7244,46,40,4,0,1887,32,5,2,3,14,4,6,1
7245,27,40,5,0,0,32,0,3,5,13,4,8,0
7246,35,40,8,4064,0,32,9,2,3,10,4,8,1
7247,27,22,8,0,0,32,9,3,5,10,4,8,1
7248,39,40,11,8614,0,32,9,4,2,10,4,8,0
7249,55,40,5,0,0,12,8,4,5,16,4,8,1
7250,31,40,14,0,0,32,9,4,5,10,4,8,1
7251,26,30,0,0,0,32,10,5,5,9,4,8,1
7252,42,40,2,0,0,32,15,2,3,7,4,4,1
7253,20,40,6,0,0,32,10,4,5,9,4,8,0
7254,41,40,10,0,0,32,9,5,2,10,4,8,0
7255,46,40,11,0,0,32,0,5,4,13,4,8,0
7256,38,40,10,0,0,32,9,2,3,10,4,8,1
7257,46,25,3,0,0,32,10,2,3,9,4,7,1
7258,40,40,5,0,0,32,9,2,3,10,4,8,1
7259,45,44,3,0,0,38,7,2,3,4,4,8,1
7260,26,40,10,0,0,32,9,4,2,10,4,8,0
7261,21,40,5,0,1974,32,9,3,5,10,3,8,1
7262,21,64,8,0,0,32,9,0,5,10,4,8,1
7263,25,43,6,0,0,32,0,3,5,13,4,8,1
7264,64,40,5,0,0,32,0,2,3,13,4,4,1
7265,39,40,3,0,0,32,13,4,4,6,2,7,1
7266,22,35,3,0,0,32,9,3,5,10,4,8,0
7267,34,43,5,0,0,32,5,2,3,14,4,8,1
7268,36,45,11,0,0,32,9,2,3,10,4,8,1
7269,32,40,9,0,0,32,10,2,3,9,4,8,1
7270,27,40,6,0,0,32,13,4,5,6,4,8,1
7271,40,40,3,0,0,20,10,3,2,9,4,0,0
7272,38,60,2,0,0,32,0,2,3,13,4,8,1
7273,44,50,5,0,0,32,8,2,3,16,4,8,1
7274,41,65,13,0,0,32,9,2,3,10,4,8,1
7275,39,55,5,0,0,32,12,4,5,15,4,6,1
7276,23,15,10,0,0,32,9,5,5,10,4,6,0
7277,43,40,14,0,0,32,1,2,3,11,4,4,1
7278,28,36,5,0,0,32,1,1,3,11,4,8,0
7279,57,40,10,0,0,32,9,5,2,10,4,8,0
7280,23,40,11,0,0,32,0,5,5,13,4,8,1
7281,36,35,8,0,0,32,9,5,2,10,4,7,0
7282,41,40,5,0,0,32,6,2,3,12,4,8,1
7283,39,40,10,0,0,32,10,5,2,9,4,8,0
7284,58,60,13,0,0,32,9,2,3,10,4,8,1
7285,22,40,8,0,0,32,10,1,3,9,4,8,0
7286,24,36,2,0,0,38,14,4,5,1,4,8,1
7287,19,25,3,0,0,32,15,0,5,7,4,8,1
7288,32,40,6,0,0,32,1,5,2,11,2,8,0
7289,24,24,0,0,0,39,7,4,5,4,4,8,1
7290,46,45,5,0,0,32,5,1,3,14,4,0,0
7291,57,50,8,0,0,32,7,2,3,4,4,8,1
7292,36,40,3,0,0,32,10,2,3,9,4,8,1
7293,62,20,6,0,0,32,10,2,3,9,4,7,1
7294,79,20,8,0,0,32,0,2,3,13,4,5,1
7295,64,40,11,15024,0,32,0,2,3,13,4,8,1
7296,44,40,3,0,0,20,10,2,3,9,0,8,1
7297,44,40,10,0,0,19,0,4,0,13,4,8,0
7298,28,40,5,0,0,32,0,4,5,13,4,8,0
7299,44,40,5,0,0,32,12,2,3,15,4,6,1
7300,42,50,3,0,0,32,10,4,5,9,4,8,1
7301,42,40,6,7688,0,8,10,2,3,9,4,8,1
7302,61,30,0,0,0,32,15,4,1,7,4,8,0
7303,43,40,11,0,0,32,1,4,2,11,4,0,0
7304,39,45,2,0,0,32,9,2,3,10,4,8,1
7305,43,38,11,0,0,34,9,5,2,10,2,4,0
7306,56,40,6,0,0,32,10,5,1,9,4,8,0
7307,33,40,13,0,0,32,10,4,5,9,4,8,1
7308,24,40,0,0,0,32,10,4,5,9,4,8,1
7309,38,50,8,15024,0,32,0,2,3,13,4,8,1
7310,81,15,5,0,0,26,3,2,3,2,4,8,1
7311,45,40,6,0,0,32,9,5,2,10,2,8,0
7312,19,40,6,0,0,32,9,3,5,10,4,4,0
7313,43,40,5,0,0,32,5,2,3,14,4,0,1
7314,32,50,8,0,0,32,6,4,5,12,2,8,1
7315,21,25,5,0,0,32,9,3,5,10,4,8,0
7316,27,24,2,41310,0,38,14,0,3,1,4,8,1
7317,41,40,13,7443,0,32,10,5,2,9,4,8,1
7318,21,10,10,0,0,34,9,3,5,10,4,8,0
7319,39,60,14,0,1887,32,0,2,3,13,4,6,1
7320,35,30,6,0,0,32,9,4,5,10,4,8,1
7321,31,40,3,0,0,32,10,3,3,9,4,7,1
7322,26,70,3,0,0,32,10,4,5,9,4,8,1
7323,21,30,6,0,0,32,9,3,5,10,4,8,0
7324,47,40,6,0,0,32,0,4,2,13,4,7,0
7325,49,40,9,0,0,32,10,2,3,9,4,8,1
7326,47,40,10,0,0,32,10,2,3,9,4,6,1
7327,39,40,6,0,2205,32,9,3,5,10,2,8,0
7328,38,60,11,7298,0,32,5,2,3,14,4,4,1
7329,31,40,3,3325,0,32,10,0,2,9,4,8,1
7330,24,38,12,0,0,32,9,4,5,10,4,2,0
7331,31,40,8,0,0,32,1,4,2,11,1,8,0
7332,39,50,3,0,0,32,10,2,3,9,4,5,1
7333,44,40,9,3103,0,32,9,2,3,10,4,8,1
7334,30,40,1,0,0,32,10,2,3,9,4,8,1
