年龄,工作天数,职业类型,投资收入,投资损失,省份,教育,家庭角色,婚姻状况,教育时间,民族,工作情况,性别,Y
32,46,销售,0,0,省份18,大学专科,离家,未婚,12,民族A,个体,女,0
43,45,执行主管,0,1887,省份8,高中生,丈夫,已婚平民配偶,9,民族D,有限责任公司,男,1
43,40,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,省政府,男,1
21,40,执行主管,0,0,省份8,高中生,其他关系,未婚,9,民族D,个体,女,0
48,40,未知,14084,0,省份8,大学专科,离家,离婚,12,民族D,未知,女,1
20,60,未知,0,0,省份8,高中生,孩子,未婚,9,民族D,未知,男,0
38,50,手工艺维修,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,1
38,40,技术支持,3103,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,1
36,40,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
35,25,劳工保洁,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0
57,39,机械操作,0,0,省份8,大学生,离家,离婚,13,民族A,中央部委,男,0
37,40,劳工保洁,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
35,40,管理文书,0,0,省份8,高中生,离家,分居,9,民族D,个体,女,0
44,38,其他职业,0,0,省份41,初中一、二年级,未婚,分居,4,民族D,个体,女,0
24,70,运输,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
41,50,执行主管,0,0,省份1,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
51,40,其他职业,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,女,0
21,40,其他职业,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0
23,30,专业技术,0,0,省份8,大学生,孩子,未婚,13,民族C,地方政府,男,0
25,45,机械操作,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族D,个体,男,0
58,40,未知,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,未知,男,0
30,40,销售,0,1980,省份8,高中生,离家,未婚,9,民族D,个体,女,0
21,30,农业捕捞,0,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0
30,50,技术支持,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
24,15,管理文书,0,0,省份8,研究生,孩子,未婚,14,民族D,个体,男,0
47,35,管理文书,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,女,0
40,38,手工艺维修,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,非有限责任公司,女,0
18,40,执行主管,0,0,省份8,高中生,其他关系,未婚,9,民族D,个体,女,0
22,40,机械操作,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0
39,55,其他职业,0,0,省份8,大学专科,未婚,离婚,12,民族D,地方政府,女,0
33,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
23,30,机械操作,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
45,65,手工艺维修,0,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,非有限责任公司,男,0
23,20,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
50,50,技术支持,7298,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,省政府,男,1
35,38,手工艺维修,0,0,省份22,幼儿园,丈夫,已婚平民配偶,1,民族D,个体,男,0
57,40,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,有限责任公司,男,0
55,40,运输,3411,0,省份25,高中生,丈夫,已婚平民配偶,9,民族A,个体,男,0
23,30,专业技术,0,0,省份8,大学生,孩子,未婚,13,民族D,个体,女,0
23,50,农业捕捞,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
35,40,专业技术,0,0,省份8,准职业学位,未婚,离婚,11,民族D,个体,女,1
60,45,未知,0,0,省份33,大学专科,离家,离婚,12,民族D,未知,女,0
46,43,其他职业,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,中央部委,男,1
24,30,其他职业,0,0,省份22,高一,其他关系,未婚,6,民族D,个体,男,0
54,60,管理文书,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
58,40,管理文书,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,中央部委,女,0
42,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
44,60,专业技术,0,0,省份8,研究生,离家,未婚,14,民族D,中央部委,女,0
35,40,销售,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0
55,40,机械操作,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,女,0
19,10,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0
25,38,执行主管,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,中央部委,女,0
18,40,其他职业,0,0,省份17,初中一、二年级,其他关系,未婚,4,民族B,个体,女,0
24,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
19,20,销售,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
47,40,执行主管,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,省政府,女,1
20,35,未知,0,0,省份8,高中生,其他关系,未婚,9,民族D,未知,女,0
20,35,其他职业,0,0,省份8,高三,孩子,未婚,8,民族D,个体,男,0
35,50,农业捕捞,0,1672,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
63,40,管理文书,0,0,省份8,高中生,其他关系,离婚,9,民族D,个体,女,0
22,10,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
23,55,销售,0,0,省份8,大学生,其他关系,未婚,13,民族D,个体,男,0
62,25,劳工保洁,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
21,45,销售,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
27,32,其他职业,3418,0,省份8,高中生,孩子,离婚,9,民族D,个体,女,0
39,16,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
23,35,专业技术,0,0,省份9,大学生,孩子,未婚,13,民族B,地方政府,女,0
50,50,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
58,60,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
77,25,未知,0,0,省份8,准职业学位,离家,已婚配偶异地,11,民族D,未知,女,0
42,35,机械操作,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
54,60,未知,0,0,省份20,大学未毕业,丈夫,已婚平民配偶,10,民族B,未知,男,1
47,40,销售,0,1876,省份8,高中生,孩子,离婚,9,民族D,个体,男,0
47,50,管理文书,0,0,省份8,大学未毕业,未婚,分居,10,民族D,个体,女,1
34,35,机械操作,0,0,省份15,初三,未婚,分居,5,民族D,个体,女,0
37,60,机械操作,0,0,省份8,高中生,孩子,分居,9,民族B,个体,男,0
21,20,销售,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
21,25,执行主管,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
30,48,手工艺维修,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
44,36,专业技术,0,0,省份8,博士,丈夫,已婚平民配偶,16,民族D,地方政府,男,1
32,40,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
38,40,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,1
34,50,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
46,50,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
28,50,其他职业,0,1628,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0
32,20,专业技术,0,0,省份8,研究生,妻子,已婚平民配偶,14,民族B,个体,女,0
62,35,执行主管,0,0,省份8,研究生,离家,丧偶,14,民族D,个体,女,0
25,35,执行主管,0,0,省份30,大学生,孩子,未婚,13,民族B,有限责任公司,男,0
53,70,执行主管,7688,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,地方政府,男,1
45,50,专业技术,99999,0,省份8,职高,丈夫,已婚平民配偶,15,民族D,个体,男,1
60,40,未知,0,0,省份8,初三,离家,丧偶,5,民族D,未知,女,0
19,18,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
30,36,其他职业,0,0,省份8,高中生,未婚,离婚,9,民族D,个体,女,0
63,40,管理文书,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0
33,55,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
28,40,专业技术,0,0,省份8,职高,未婚,未婚,15,民族D,中央部委,男,0
46,50,执行主管,27828,0,省份8,研究生,离家,离婚,14,民族D,个体,女,1
19,30,劳工保洁,0,0,省份8,高二,孩子,未婚,7,民族D,个体,男,0
50,70,运输,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,1
27,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚军属,9,民族D,个体,男,1
35,42,保安,0,0,省份8,高中生,离家,分居,9,民族D,地方政府,男,0
17,20,其他职业,0,0,省份8,高中生,其他关系,未婚,9,民族D,个体,男,0
26,50,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,个体,女,0
49,50,销售,0,0,省份8,大学未毕业,离家,分居,10,民族D,个体,男,0
32,90,保安,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
37,40,手工艺维修,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0
35,99,农业捕捞,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
37,40,专业技术,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
33,40,保安,0,0,省份8,高中生,孩子,分居,9,民族D,个体,女,0
26,40,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0
53,40,技术支持,0,0,省份8,大学生,离家,离婚,13,民族C,省政府,男,0
58,40,其他职业,0,0,省份31,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
39,60,执行主管,3103,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,有限责任公司,男,1
44,50,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
58,25,销售,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,非有限责任公司,男,1
24,13,专业技术,0,0,省份8,研究生,离家,未婚,14,民族D,中央部委,男,0
31,40,管理文书,0,0,省份8,大学未毕业,未婚,离婚,10,民族A,个体,女,0
46,50,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
60,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族A,个体,男,0
21,40,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,女,0
50,48,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
19,35,管理文书,2176,0,省份12,大学未毕业,离家,未婚,10,民族D,个体,男,0
60,40,手工艺维修,0,0,省份13,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
21,40,管理文书,0,0,省份2,高中生,孩子,未婚,9,民族D,个体,女,0
38,65,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
24,50,劳工保洁,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
43,40,执行主管,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,地方政府,男,0
51,45,劳工保洁,2105,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0
46,51,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0
37,40,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
20,20,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
52,40,销售,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0
27,40,手工艺维修,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0
34,40,专业技术,0,0,省份22,高中生,未婚,离婚,9,民族D,个体,男,0
38,60,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
53,45,技术支持,0,0,省份8,高三,丈夫,已婚平民配偶,8,民族D,个体,男,1
51,60,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
29,55,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
19,30,其他职业,0,0,省份8,高三,孩子,未婚,8,民族D,省政府,女,0
24,49,运输,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0
22,40,劳工保洁,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
37,40,机械操作,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0
64,4,家政服务,0,0,省份8,小学5、6年级,未婚,丧偶,3,民族A,个体,女,0
21,25,其他职业,0,0,省份8,高一,孩子,未婚,6,民族A,个体,男,0
24,35,销售,0,0,省份5,高中生,孩子,未婚,9,民族D,个体,男,0
37,48,机械操作,0,0,省份8,初三,妻子,已婚平民配偶,5,民族A,个体,女,0
27,40,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
21,36,销售,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0
27,45,管理文书,0,0,省份8,大学生,离家,未婚,13,民族D,个体,女,0
39,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
30,60,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,非有限责任公司,女,0
53,40,保安,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
21,36,农业捕捞,2176,0,省份22,小学5、6年级,离家,未婚,3,民族D,个体,男,0
32,40,运输,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0
53,20,未知,0,0,省份8,大学生,其他关系,离婚,13,其他,未知,女,0
23,40,销售,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0
26,40,专业技术,0,0,省份8,研究生,离家,未婚,14,民族D,个体,女,0
25,50,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
33,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
50,40,农业捕捞,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族B,个体,男,1
19,13,其他职业,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0
36,25,未知,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,未知,女,0
38,40,管理文书,0,0,省份8,准职业学位,未婚,未婚,11,民族A,个体,女,0
47,40,销售,0,0,省份11,幼儿园,未婚,未婚,1,民族A,个体,女,0
28,60,劳工保洁,0,0,省份8,高中生,其他关系,未婚,9,民族D,个体,男,0
50,45,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
34,60,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
19,40,其他职业,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0
24,40,销售,0,0,省份8,初中一、二年级,孩子,未婚,4,民族D,个体,男,0
36,40,管理文书,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,地方政府,女,1
60,40,其他职业,0,0,省份8,大学专科,离家,离婚,12,民族D,个体,女,0
59,40,专业技术,3103,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,中央部委,男,1
21,10,管理文书,0,0,省份8,大学专科,离家,未婚,12,民族D,个体,女,0
19,30,未知,594,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,男,0
46,40,执行主管,0,1740,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,中央部委,男,0
58,4,未知,0,0,省份8,高中生,离家,未婚,9,民族D,未知,女,0
45,50,专业技术,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,1
54,50,手工艺维修,0,0,省份8,初中一、二年级,离家,未婚,4,民族A,个体,男,0
35,40,其他职业,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
24,32,其他职业,0,0,省份8,准职业学位,未婚,未婚,11,民族D,个体,女,0
23,40,销售,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
47,40,农业捕捞,15024,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,有限责任公司,男,1
38,40,其他职业,0,0,省份8,高中生,未婚,离婚,9,民族D,个体,女,0
50,40,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
21,35,技术支持,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
36,40,专业技术,0,0,省份26,研究生,丈夫,已婚平民配偶,14,民族B,个体,男,0
37,8,专业技术,0,0,省份8,研究生,妻子,已婚平民配偶,14,民族D,个体,女,1
24,40,专业技术,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
18,40,销售,0,0,省份8,高二,孩子,未婚,7,民族D,非有限责任公司,女,0
70,30,未知,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,未知,男,0
49,40,未知,0,0,省份8,准职业学位,未婚,已婚配偶异地,11,民族D,未知,女,0
31,40,执行主管,0,1408,省份8,大学生,离家,未婚,13,民族D,个体,女,0
54,44,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
35,48,劳工保洁,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
20,10,技术支持,0,0,省份33,大学未毕业,离家,未婚,10,民族D,个体,女,0
29,40,保安,0,0,省份8,高中生,其他关系,分居,9,民族D,地方政府,女,0
32,38,管理文书,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,1
20,40,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
23,40,专业技术,10520,0,省份8,大学生,离家,未婚,13,民族D,中央部委,男,1
35,40,执行主管,0,0,省份17,大学未毕业,未婚,离婚,10,民族B,省政府,女,0
38,50,手工艺维修,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,1
32,45,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
42,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
33,45,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
29,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
18,20,销售,0,0,省份8,高二,孩子,未婚,7,民族D,个体,女,0
59,38,专业技术,0,0,省份25,高中生,妻子,已婚平民配偶,9,民族A,个体,女,0
56,40,专业技术,0,0,省份8,高中生,离家,离婚,9,民族D,省政府,男,0
45,50,执行主管,7298,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,1
42,40,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,1
19,20,劳工保洁,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
29,55,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0
37,60,手工艺维修,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,有限责任公司,男,0
37,40,手工艺维修,0,0,省份8,大学未毕业,孩子,离婚,10,民族D,个体,男,0
47,60,执行主管,0,2415,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
43,40,管理文书,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
74,6,未知,6767,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,未知,男,0
37,45,专业技术,0,0,省份8,大学生,离家,未婚,13,民族D,地方政府,女,0
31,20,未知,0,1902,省份8,大学生,妻子,已婚平民配偶,13,民族D,未知,女,1
29,50,未知,0,0,省份8,博士,丈夫,已婚平民配偶,16,民族D,未知,男,1
37,40,专业技术,0,0,省份8,大学生,离家,未婚,13,民族A,个体,女,0
27,40,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,女,0
63,20,机械操作,0,0,省份8,高一,离家,丧偶,6,民族D,个体,女,0
45,56,执行主管,0,0,省份8,大学专科,未婚,离婚,12,民族D,个体,女,1
38,40,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,地方政府,男,1
64,15,未知,3411,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,未知,男,0
26,10,未知,0,0,省份8,大学生,未婚,未婚,13,民族D,未知,女,0
18,35,运输,0,0,省份8,高中生,离家,未婚,9,民族A,个体,男,0
26,65,手工艺维修,0,0,省份8,准职业学位,离家,未婚,11,民族D,个体,男,0
51,44,执行主管,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0
29,40,技术支持,0,1974,省份8,准职业学位,孩子,未婚,11,民族A,个体,男,0
56,40,未知,0,0,省份8,大学未毕业,离家,未婚,10,民族A,未知,女,0
48,40,技术支持,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,1
37,37,技术支持,0,0,省份8,准职业学位,妻子,已婚平民配偶,11,民族D,个体,女,1
38,40,执行主管,0,0,省份8,大学未毕业,离家,离婚,10,民族D,省政府,女,0
24,55,其他职业,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0
42,60,运输,0,0,省份8,大学生,离家,已婚配偶异地,13,民族D,个体,男,0
39,40,机械操作,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
28,60,销售,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0
46,60,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,地方政府,男,0
21,44,销售,0,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0
24,20,其他职业,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0
40,40,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
18,30,未知,0,0,省份8,高二,孩子,未婚,7,民族D,未知,男,0
53,30,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0
56,48,专业技术,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0
48,45,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,地方政府,男,0
67,20,管理文书,0,0,省份8,初三,其他关系,离婚,5,民族D,个体,女,0
49,40,其他职业,0,0,省份17,大学生,离家,已婚配偶异地,13,民族B,个体,男,0
73,10,保安,2228,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,地方政府,男,0
34,25,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
30,40,专业技术,0,0,省份8,大学专科,离家,未婚,12,民族D,个体,女,0
30,40,专业技术,0,0,省份42,研究生,离家,未婚,14,民族D,个体,男,0
39,18,专业技术,0,1902,省份8,研究生,妻子,已婚平民配偶,14,民族D,个体,女,1
36,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0
32,40,销售,0,0,省份14,大学未毕业,其他关系,已婚平民配偶,10,民族B,个体,女,0
25,50,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0
47,40,其他职业,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,个体,女,0
27,20,管理文书,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0
34,48,手工艺维修,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0
63,40,执行主管,0,0,省份8,研究生,离家,离婚,14,民族D,个体,女,1
32,60,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族C,非有限责任公司,男,0
33,60,专业技术,0,0,省份8,职高,丈夫,已婚平民配偶,15,民族D,个体,男,1
22,40,劳工保洁,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
62,35,未知,0,0,省份8,高一,未婚,离婚,6,民族D,未知,男,0
39,55,运输,0,0,省份8,大学生,离家,离婚,13,民族D,个体,男,0
72,40,保安,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族A,个体,男,0
48,50,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,地方政府,男,1
34,40,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0
46,50,执行主管,0,2392,省份8,研究生,丈夫,已婚平民配偶,14,民族D,有限责任公司,男,1
49,52,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
20,35,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,女,0
60,40,管理文书,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族A,省政府,男,1
42,50,执行主管,0,0,省份8,大学生,离家,离婚,13,民族D,个体,女,1
58,40,执行主管,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,中央部委,男,1
29,40,机械操作,0,0,省份8,大学未毕业,离家,离婚,10,民族A,个体,男,0
61,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族A,非有限责任公司,男,0
60,84,农业捕捞,0,1672,省份8,初三,丈夫,已婚平民配偶,5,民族D,非有限责任公司,男,0
33,40,手工艺维修,0,0,省份22,初三,丈夫,已婚平民配偶,5,其他,个体,男,0
54,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,1
20,40,运输,0,0,省份8,高中生,孩子,未婚,9,民族D,中央部委,男,0
19,75,其他职业,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0
18,15,管理文书,0,0,省份8,高二,孩子,未婚,7,民族D,个体,女,0
22,45,销售,0,0,省份31,高中生,离家,未婚,9,其他,个体,男,0
36,40,管理文书,99999,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族A,个体,女,1
42,40,执行主管,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0
32,40,执行主管,0,0,省份8,大学未毕业,妻子,已婚军属,10,民族D,个体,女,1
50,39,销售,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,个体,女,0
37,40,运输,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族B,个体,男,0
63,32,执行主管,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,地方政府,女,0
21,40,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
63,60,销售,0,1902,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,1
48,70,手工艺维修,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,有限责任公司,男,1
23,30,执行主管,0,0,省份31,大学生,孩子,未婚,13,民族D,个体,男,0
44,50,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,有限责任公司,男,1
61,30,运输,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,非有限责任公司,男,0
19,40,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0
25,25,未知,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,未知,女,0
45,40,专业技术,7688,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,地方政府,男,1
21,20,专业技术,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0
31,40,机械操作,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0
40,40,机械操作,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0
56,52,专业技术,2907,0,省份2,大学生,离家,未婚,13,民族D,个体,女,0
