年龄,工作天数,职业类型,投资收入,投资损失,省份,教育,家庭角色,婚姻状况,教育时间,民族,工作情况,性别,Y
34,40,其他职业,0,0,省份8,大学未毕业,未婚,未婚,10,民族D,个体,女,0.9359618512808178
55,50,销售,15024,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.00270894338976313
29,50,销售,0,0,省份8,高中生,离家,离婚,9,民族C,个体,女,0.979268495231792
27,40,未知,0,0,省份8,高中生,离家,未婚,9,民族D,未知,男,0.9842487451943239
47,40,其他职业,0,0,省份8,高中生,离家,丧偶,9,民族D,个体,女,0.9201169370021333
23,50,其他职业,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,男,0.9629925135605241
25,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.49087152661742117
29,40,保安,0,0,省份8,大学未毕业,孩子,已婚平民配偶,10,民族A,地方政府,男,0.932958657492996
23,35,销售,0,0,省份8,大学未毕业,离家,未婚,10,民族D,省政府,女,0.9808036575768824
63,38,专业技术,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.5656362831279709
42,40,未知,0,0,省份8,大学专科,其他关系,未婚,12,民族D,未知,女,0.7189687497781103
26,20,执行主管,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0.9567564923345349
39,40,运输,0,1887,省份8,高中生,丈夫,已婚平民配偶,9,民族A,个体,男,0.7674611535517322
28,58,未知,0,0,省份33,高二,未婚,离婚,7,民族D,未知,女,0.9857101045401021
31,55,农业捕捞,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,0.8344362361125609
61,38,其他职业,0,0,省份8,高一,离家,未婚,6,民族A,中央部委,女,0.9881742285932751
44,55,其他职业,0,0,省份15,初三,未婚,离婚,5,民族D,个体,女,0.9858185275697421
26,40,手工艺维修,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0.983801450676455
52,35,专业技术,99999,0,省份8,博士,妻子,已婚平民配偶,16,民族D,个体,女,0.0032935572179493278
39,30,销售,0,0,省份3,小学5、6年级,未婚,分居,3,民族A,个体,女,0.9918409979930619
22,20,其他职业,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0.9744766443651217
28,40,机械操作,0,0,省份8,大学生,未婚,未婚,13,民族A,个体,女,0.906731335564758
31,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0.9712229111138313
36,20,其他职业,0,0,省份8,高中生,未婚,丧偶,9,民族B,个体,女,0.9401204165219889
22,70,运输,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0.9687112313748375
21,40,机械操作,0,0,省份8,高中生,其他关系,离婚,9,民族A,个体,女,0.9520967705948946
41,40,运输,0,1590,省份8,高中生,离家,离婚,9,民族D,非有限责任公司,男,0.9822794246700297
40,40,运输,0,0,省份25,高三,丈夫,已婚平民配偶,8,民族A,个体,男,0.842143882302964
50,40,管理文书,0,0,省份8,大学未毕业,未婚,离婚,10,民族A,个体,女,0.9381974511601119
31,30,机械操作,0,0,省份8,高中生,离家,未婚,9,民族A,个体,男,0.988198694949662
18,60,运输,0,0,省份8,高中生,孩子,未婚,9,民族D,有限责任公司,男,0.9552657907388344
26,40,销售,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0.955005982562486
43,40,其他职业,0,0,省份8,高中生,离家,分居,9,民族D,地方政府,男,0.9427717829479163
41,40,农业捕捞,0,0,省份8,大学未毕业,未婚,丧偶,10,民族D,非有限责任公司,男,0.88245066684492
30,40,管理文书,0,0,省份8,大学未毕业,其他关系,已婚平民配偶,10,民族D,个体,女,0.8029143527100449
34,55,专业技术,0,0,省份8,职高,丈夫,已婚平民配偶,15,民族D,非有限责任公司,男,0.2195992538317899
57,40,其他职业,0,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0.8320306048575791
44,40,执行主管,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0.31447439243345376
29,40,手工艺维修,0,0,省份8,高二,离家,未婚,7,民族D,个体,男,0.9900501594796459
46,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族A,个体,男,0.7671617565003562
46,40,保安,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,地方政府,男,0.42003889949025197
19,25,销售,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,女,0.970861951552651
44,40,销售,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,0.8406677665204383
25,40,家政服务,0,0,省份6,初中一、二年级,其他关系,未婚,4,民族D,个体,女,0.9797419148498855
34,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7233058627291722
55,40,执行主管,0,0,省份8,大学生,未婚,离婚,13,民族A,中央部委,男,0.8520710273253369
32,40,手工艺维修,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,中央部委,男,0.5879917274593296
19,40,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族A,未知,男,0.9723914183114772
46,55,专业技术,8614,0,省份8,研究生,离家,离婚,14,民族D,地方政府,女,0.3097739151732196
31,20,其他职业,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,女,0.9784865931048674
49,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6371484093383073
26,40,其他职业,0,0,省份8,准职业学位,离家,未婚,11,民族D,个体,女,0.9593939168361765
43,50,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.57959057265682
25,40,其他职业,114,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9527696594579091
25,40,手工艺维修,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0.954753116901409
29,40,手工艺维修,0,0,省份8,准职业学位,离家,分居,11,民族D,个体,男,0.9165590343794429
41,48,其他职业,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.5925588328550881
17,10,管理文书,0,0,省份8,高一,孩子,未婚,6,民族D,非有限责任公司,男,0.9966036497021935
38,40,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,有限责任公司,男,0.7599323175702091
45,55,技术支持,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族B,个体,男,0.5812134123187455
33,40,手工艺维修,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0.9707593320663634
65,40,执行主管,0,0,省份8,高中生,未婚,丧偶,9,民族D,地方政府,女,0.7914250941526166
45,1,未知,0,0,省份8,研究生,妻子,已婚平民配偶,14,民族D,未知,女,0.8030250598889828
48,55,运输,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0.22903357196901786
46,40,运输,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6497048011483588
40,70,专业技术,0,0,省份8,大学生,未婚,离婚,13,民族D,地方政府,女,0.7456364984509529
45,37,劳工保洁,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.4143883570659119
55,60,手工艺维修,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,0.8475847909815295
51,99,其他职业,0,0,省份8,高三,丈夫,已婚平民配偶,8,民族D,非有限责任公司,男,0.3735672671404251
49,8,其他职业,0,0,省份17,高中生,妻子,已婚平民配偶,9,民族B,个体,女,0.9260095785916083
34,35,其他职业,0,1740,省份8,高中生,妻子,已婚平民配偶,9,民族D,地方政府,女,0.8840095012016267
44,20,运输,0,0,省份11,高中生,离家,离婚,9,民族A,个体,男,0.9895076561812227
32,40,管理文书,0,0,省份22,大学未毕业,未婚,离婚,10,民族D,省政府,男,0.9761248977669906
51,46,专业技术,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.5934658643655863
17,24,其他职业,0,0,省份8,高三,孩子,未婚,8,民族D,个体,女,0.9855390998626605
50,40,销售,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,有限责任公司,男,0.27190742430170967
25,12,其他职业,0,0,省份8,高二,未婚,离婚,7,民族D,个体,女,0.994231647948199
39,40,运输,0,0,省份2,高中生,丈夫,已婚平民配偶,9,民族A,个体,男,0.7590416243051923
44,40,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3938696655153333
26,40,管理文书,0,0,省份8,大学生,离家,未婚,13,民族D,个体,女,0.9223241109274449
49,16,专业技术,0,0,省份8,研究生,未婚,丧偶,14,民族D,地方政府,女,0.6657331425126368
41,40,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3938696655153333
38,35,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.7434199820724208
40,40,运输,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0.9761135717969645
45,60,执行主管,0,0,省份9,大学生,丈夫,已婚平民配偶,13,民族B,个体,男,0.29814045537485134
24,40,销售,0,0,省份8,准职业学位,离家,未婚,11,民族D,个体,男,0.9613293165300142
19,35,运输,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0.9734506682194529
43,20,其他职业,0,0,省份8,大学未毕业,未婚,离婚,10,民族D,地方政府,女,0.9729871835512816
55,39,专业技术,0,0,省份8,职高,离家,离婚,15,民族D,地方政府,女,0.7877875939899581
61,60,机械操作,0,0,省份8,小学3年级,丈夫,已婚平民配偶,2,民族D,个体,男,0.9180056082684191
26,50,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0.7981236409388752
26,50,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7451823859511093
20,40,劳工保洁,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0.9691985181955306
28,40,专业技术,6849,0,省份8,大学生,孩子,未婚,13,民族D,中央部委,男,0.33056472693869177
51,38,管理文书,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.5681065994282104
23,40,未知,0,0,省份8,大学未毕业,离家,未婚,10,民族D,未知,男,0.9778333510479419
67,72,执行主管,15831,0,省份8,研究生,其他关系,未婚,14,民族D,地方政府,女,0.0016585016892627369
27,40,销售,0,0,省份8,大学专科,离家,未婚,12,民族D,个体,女,0.9439715743641643
30,40,技术支持,0,0,省份8,大学生,离家,未婚,13,民族D,个体,女,0.9221437164277668
35,50,销售,0,0,省份8,大学生,离家,未婚,13,民族D,个体,男,0.860937382507408
23,9,销售,0,0,省份8,大学未毕业,孩子,未婚,10,民族A,个体,男,0.9789931573298971
49,40,执行主管,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0.23495372608452514
26,48,手工艺维修,0,0,省份6,高三,其他关系,未婚,8,其他,个体,男,0.9307116491873885
53,40,执行主管,15024,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,中央部委,女,0.033039900268853506
36,35,销售,0,0,省份31,高一,未婚,未婚,6,民族D,个体,女,0.9879889513863948
41,40,手工艺维修,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,0.9371422356275604
41,40,未知,0,0,省份8,高二,其他关系,丧偶,7,民族A,未知,女,0.8693103470369805
34,45,其他职业,0,0,省份8,高中生,未婚,已婚配偶异地,9,民族D,非有限责任公司,女,0.9519484587390715
80,10,专业技术,0,0,省份8,研究生,离家,丧偶,14,民族D,个体,女,0.6848303956228625
51,50,机械操作,0,0,省份8,高中生,离家,已婚配偶异地,9,民族D,个体,男,0.9314660652361862
24,45,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.45735182549511866
37,45,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6931082419715542
34,40,管理文书,0,0,省份8,大学专科,孩子,未婚,12,民族D,个体,女,0.8273314947108106
49,40,手工艺维修,0,1485,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.5526656051557204
66,40,未知,0,0,省份8,初三,丈夫,已婚平民配偶,5,民族D,未知,男,0.8559928784567868
19,40,销售,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0.9867564973432102
46,48,销售,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3407374095136192
45,45,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6938211534108751
24,40,销售,2580,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,0.9572663171338585
33,40,劳工保洁,0,2001,省份8,大学生,离家,未婚,13,民族D,个体,男,0.8916791128482005
21,40,其他职业,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,女,0.9742612455299714
22,40,销售,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0.9867564973432102
59,40,管理文书,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0.9632924783901669
40,35,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族A,地方政府,男,0.8099305061942669
47,52,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6479342565449726
55,8,机械操作,4508,0,省份27,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.8384081515606817
52,45,执行主管,15024,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.008813120283756803
20,20,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,男,0.9827015634303099
64,3,执行主管,0,0,省份8,大学未毕业,离家,丧偶,10,民族D,个体,女,0.9416725616306791
60,70,专业技术,0,0,省份12,职高,丈夫,已婚平民配偶,15,民族D,个体,男,0.08457354921614146
52,20,其他职业,0,0,省份8,高中生,其他关系,分居,9,民族D,个体,女,0.7542443279780121
41,40,执行主管,0,0,省份8,大学生,离家,未婚,13,民族D,省政府,男,0.9150794228165721
24,40,手工艺维修,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,个体,男,0.9370921567258579
39,60,管理文书,0,0,省份8,大学专科,其他关系,已婚配偶异地,12,民族D,个体,男,0.49138209346641326
24,30,劳工保洁,0,0,省份8,大学专科,孩子,未婚,12,民族D,个体,男,0.9085015255399491
57,40,其他职业,0,0,省份22,大学未毕业,丈夫,已婚平民配偶,10,其他,个体,男,0.6502392118685628
61,40,机械操作,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3036822438605127
29,40,机械操作,0,0,省份8,高中生,未婚,未婚,9,民族A,个体,女,0.975088407877816
50,20,技术支持,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.4386636216820199
40,15,专业技术,0,1977,省份8,准职业学位,妻子,已婚平民配偶,11,民族D,非有限责任公司,女,0.8917102159729002
37,40,其他职业,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,个体,女,0.8056819108879065
28,40,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.4925479397833531
37,60,运输,0,1672,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.5941230657337007
46,50,销售,0,2042,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.580815868968039
28,45,专业技术,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,个体,女,0.6526996581694856
23,25,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,省政府,女,0.9667526895673729
26,35,机械操作,0,0,省份8,高一,孩子,离婚,6,民族D,个体,男,0.9884133294075332
28,30,其他职业,0,0,省份8,高三,未婚,离婚,8,民族D,非有限责任公司,女,0.9898475330900302
70,20,执行主管,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,有限责任公司,男,0.6425581935584028
44,54,专业技术,0,0,省份8,研究生,丈夫,已婚平民配偶,14,民族D,非有限责任公司,男,0.29099647446619814
57,40,机械操作,4386,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6371484093383073
29,40,手工艺维修,0,0,省份8,准职业学位,丈夫,已婚平民配偶,11,民族D,个体,男,0.6605547989513585
24,30,未知,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,未知,女,0.9130360803674128
28,40,专业技术,0,0,省份34,大学生,离家,未婚,13,民族B,个体,男,0.9457851034927947
55,40,机械操作,0,0,省份8,高二,离家,未婚,7,民族A,个体,女,0.9818062185961072
21,20,专业技术,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,中央部委,男,0.9763285616827134
42,40,专业技术,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6472201270977501
65,35,执行主管,6418,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,有限责任公司,男,0.23113119155973616
22,40,专业技术,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,个体,女,0.7646636102851267
31,40,机械操作,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0.8983670798084515
43,40,其他职业,0,0,省份8,高一,未婚,分居,6,民族D,个体,女,0.9631746945858739
31,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7966582554590056
41,45,销售,0,0,省份8,大学生,离家,离婚,13,民族D,非有限责任公司,男,0.9225083711722513
24,40,管理文书,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0.9803141856457467
30,40,手工艺维修,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.49233837819921444
74,18,运输,0,0,省份8,大学未毕业,离家,丧偶,10,民族D,省政府,女,0.9013751440066231
24,40,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族A,省政府,女,0.9592761112837465
18,35,销售,0,0,省份8,大学未毕业,孩子,未婚,10,民族A,个体,男,0.970187258868683
47,40,管理文书,0,0,省份8,大学未毕业,离家,未婚,10,民族D,个体,女,0.9576174612553753
39,50,执行主管,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9101645679175056
45,40,执行主管,0,0,省份26,大学生,丈夫,已婚平民配偶,13,民族B,个体,男,0.4652494001501253
31,20,其他职业,0,0,省份8,初三,未婚,未婚,5,民族D,个体,女,0.9955452295301074
27,50,管理文书,0,0,省份8,高中生,离家,未婚,9,民族D,个体,男,0.9738018236389757
48,40,管理文书,0,0,省份8,高一,妻子,已婚平民配偶,6,民族D,个体,女,0.9439278161626043
23,12,未知,0,0,省份8,大学未毕业,离家,未婚,10,民族D,未知,女,0.9896957316022145
62,40,未知,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,未知,男,0.3538858099544432
39,40,机械操作,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,0.47992294046380757
37,68,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.5354505189515072
18,20,管理文书,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9819943368758056
18,20,其他职业,0,0,省份8,高二,孩子,未婚,7,民族D,中央部委,男,0.9915561024561161
66,10,机械操作,0,0,省份8,高中生,离家,离婚,9,民族D,个体,男,0.9777613314429662
23,40,手工艺维修,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7961144276931735
34,40,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.392269485849989
27,40,其他职业,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.7329777969795639
45,40,手工艺维修,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6485590279109481
31,50,手工艺维修,0,0,省份8,高中生,孩子,分居,9,民族A,非有限责任公司,男,0.9226525031240247
40,40,技术支持,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,男,0.9663887881466796
25,30,销售,3418,0,省份8,大学未毕业,孩子,未婚,10,民族A,个体,女,0.9603317236088337
39,40,销售,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6498955959825596
22,40,专业技术,0,0,省份8,高中生,离家,未婚,9,民族D,个体,女,0.9860522063550059
58,36,管理文书,0,0,省份8,高中生,未婚,离婚,9,民族A,个体,女,0.9602737709816018
21,40,劳工保洁,0,0,省份22,小学5、6年级,丈夫,已婚平民配偶,3,民族D,个体,男,0.9812889013029842
79,5,其他职业,0,0,省份8,初中一、二年级,未婚,丧偶,4,民族A,个体,男,0.9859042596532077
20,38,销售,0,0,省份8,高中生,未婚,未婚,9,民族D,个体,女,0.980186622501501
78,36,运输,0,0,省份8,小学5、6年级,丈夫,已婚平民配偶,3,民族B,个体,男,0.925649603535883
28,40,未知,0,0,省份8,大学未毕业,未婚,未婚,10,民族D,未知,女,0.965065747858415
46,24,家政服务,0,1594,省份6,初中一、二年级,未婚,已婚配偶异地,4,民族D,个体,女,0.9934672768473436
32,50,劳工保洁,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7442259646444417
39,50,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,非有限责任公司,男,0.3968396242279618
24,20,管理文书,0,0,省份8,大学生,孩子,未婚,13,民族D,有限责任公司,男,0.9195421531852381
30,40,手工艺维修,0,0,省份40,高中生,丈夫,已婚平民配偶,9,民族B,个体,男,0.8535551393930365
35,40,手工艺维修,0,0,省份8,高中生,未婚,离婚,9,民族D,个体,男,0.9636665336749378
34,40,其他职业,0,0,省份8,高中生,孩子,未婚,9,民族D,个体,女,0.9310590363620859
32,45,管理文书,0,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,个体,男,0.5437684684812589
60,40,保安,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,地方政府,男,0.5795061530388583
25,40,执行主管,0,2444,省份8,大学生,离家,未婚,13,民族D,中央部委,女,0.92477787368655
31,40,专业技术,0,0,省份8,大学生,妻子,已婚平民配偶,13,民族D,地方政府,女,0.7091967109980057
26,40,执行主管,0,0,省份8,准职业学位,离家,未婚,11,民族A,个体,女,0.967563444389645
28,40,手工艺维修,0,0,省份22,小学5、6年级,其他关系,未婚,3,民族D,个体,男,0.9877854029821146
33,40,机械操作,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.7239765611519446
32,40,管理文书,0,0,省份8,准职业学位,离家,离婚,11,民族D,个体,女,0.9668656170250124
47,60,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,中央部委,男,0.27198277025332906
55,40,管理文书,0,0,省份8,高中生,离家,离婚,9,民族D,个体,女,0.9632924783901669
33,50,专业技术,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.3251422179034106
32,40,执行主管,0,0,省份8,大学生,离家,离婚,13,民族D,个体,女,0.9354578634275091
37,25,管理文书,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族D,个体,女,0.9018074237743977
32,50,农业捕捞,0,0,省份8,高二,未婚,未婚,7,民族D,个体,男,0.9797272211344843
41,40,专业技术,0,1887,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.392269485849989
40,40,手工艺维修,0,0,省份8,初中一、二年级,丈夫,已婚平民配偶,4,民族D,个体,男,0.9371422356275604
36,60,运输,0,0,省份22,高中生,其他关系,分居,9,民族D,个体,男,0.6251715853783477
47,45,销售,15024,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.004674297884405654
39,40,手工艺维修,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.393669517738958
24,40,手工艺维修,0,0,省份8,高中生,孩子,未婚,9,民族A,个体,男,0.9636452888363465
24,40,管理文书,0,0,省份8,大学未毕业,妻子,已婚平民配偶,10,民族D,地方政府,女,0.8750286162685259
26,40,手工艺维修,0,0,省份8,高二,丈夫,已婚平民配偶,7,民族D,个体,男,0.8868137671608117
23,35,劳工保洁,0,0,省份8,大学未毕业,未婚,未婚,10,民族C,个体,女,0.9647066944997063
45,60,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.5931117600779858
65,10,执行主管,0,2174,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,非有限责任公司,男,0.7297337121936287
45,40,管理文书,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,省政府,男,0.9289591183988267
41,70,执行主管,7688,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,有限责任公司,男,0.02896557106854092
54,37,管理文书,0,0,省份8,大学未毕业,离家,离婚,10,民族D,个体,女,0.9528850635229122
21,35,未知,0,0,省份8,大学未毕业,孩子,未婚,10,民族D,未知,女,0.968901084191645
33,50,管理文书,0,1902,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.327353778315174
27,35,劳工保洁,0,0,省份8,大学生,未婚,未婚,13,民族D,个体,男,0.9027595491516188
29,40,管理文书,0,0,省份8,大学未毕业,未婚,离婚,10,民族A,中央部委,男,0.973440394753292
28,40,管理文书,0,0,省份8,大学未毕业,其他关系,未婚,10,民族A,个体,男,0.8888373485657124
39,50,专业技术,15024,0,省份8,大学专科,丈夫,已婚平民配偶,12,民族D,有限责任公司,男,0.006825784540974045
21,40,手工艺维修,0,0,省份8,初中一、二年级,离家,未婚,4,民族D,非有限责任公司,男,0.9982579848830231
50,40,执行主管,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6365666928283151
57,40,劳工保洁,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6359845765325842
90,99,运输,0,0,省份8,高中生,未婚,丧偶,9,民族D,个体,男,0.3866760014285867
35,45,运输,0,0,省份8,大学未毕业,丈夫,已婚平民配偶,10,民族D,个体,男,0.6157419135221942
42,40,管理文书,0,0,省份8,大学生,离家,离婚,13,民族D,个体,女,0.9068534695059042
17,40,其他职业,0,0,省份8,初三,孩子,未婚,5,民族A,个体,男,0.9937400577982124
40,20,管理文书,0,0,省份8,大学生,未婚,离婚,13,民族D,个体,女,0.9193456065686044
48,40,手工艺维修,0,0,省份8,高中生,妻子,已婚平民配偶,9,民族A,中央部委,女,0.8850130301275796
42,45,未知,0,0,省份8,大学未毕业,离家,未婚,10,民族D,未知,男,0.962285170168774
28,40,销售,0,1980,省份8,大学生,离家,未婚,13,民族D,个体,男,0.9253125017954131
40,70,运输,0,0,省份8,高一,未婚,分居,6,民族D,个体,女,0.9165142705419648
39,45,其他职业,0,1573,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0.7531307083079964
34,40,运输,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.724311532888698
41,50,运输,7298,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,非有限责任公司,男,0.19529178769625455
47,40,执行主管,0,0,省份29,研究生,丈夫,已婚平民配偶,14,民族D,个体,男,0.3506485510107804
41,60,运输,0,0,省份8,高一,丈夫,已婚平民配偶,6,民族D,个体,男,0.806224373448982
51,55,执行主管,0,0,省份8,大学生,丈夫,已婚平民配偶,13,民族D,个体,男,0.21908188563125885
46,50,保安,5013,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,地方政府,男,0.16567475202274506
44,20,执行主管,0,0,省份8,研究生,未婚,分居,14,民族D,个体,女,0.7442788177839332
59,35,执行主管,0,0,省份8,准职业学位,离家,未婚,11,民族D,非有限责任公司,男,0.9456683432564739
45,35,销售,0,0,省份8,大学生,离家,未婚,13,民族D,非有限责任公司,女,0.9259358563499319
56,36,销售,0,0,省份8,高中生,丈夫,已婚平民配偶,9,民族D,个体,男,0.6642979457813883
74,20,其他职业,1409,0,省份33,高三,丈夫,已婚平民配偶,8,民族D,非有限责任公司,男,0.8301033594908858
20,40,其他职业,0,0,省份8,高二,离家,未婚,7,民族D,个体,男,0.9932889849322263
